z,U_0,U_1,U_2
0,0,0,0
0.00016792,0.017961,0,-5.02277e-08
0.00033584,0.035799,0,-1.76742e-07
0.000503759,0.0535136,0,-3.94238e-07
0.000671679,0.0711045,0,-7.03064e-07
0.000839599,0.0885712,0,-1.10208e-06
0.00100752,0.105913,0,-1.59156e-06
0.00117544,0.123131,0,-2.17223e-06
0.00134336,0.140222,0,-2.84477e-06
0.00151128,0.157188,0,-3.60976e-06
0.0016792,0.174028,0,-4.46774e-06
0.00184712,0.19074,0,-5.41917e-06
0.00201504,0.207326,0,-6.4645e-06
0.00218296,0.223784,0,-7.60414e-06
0.00235088,0.240114,0,-8.83842e-06
0.0025188,0.256316,0,-1.01676e-05
0.00268672,0.272389,0,-1.15921e-05
0.00285464,0.288334,0,-1.31119e-05
0.00302256,0.304148,0,-1.47272e-05
0.00319048,0.319833,0,-1.64382e-05
0.0033584,0.335387,0,-1.82449e-05
0.00352632,0.350811,0,-2.01471e-05
0.00369424,0.366103,0,-2.2145e-05
0.00386216,0.381264,0,-2.42382e-05
0.00403008,0.396294,0,-2.64266e-05
0.00419799,0.411191,0,-2.871e-05
0.00436591,0.425956,0,-3.10881e-05
0.00453383,0.440587,0,-3.35603e-05
0.00470175,0.455086,0,-3.61263e-05
0.00486967,0.469451,0,-3.87856e-05
0.00503759,0.483683,0,-4.15375e-05
0.00520551,0.49778,0,-4.43815e-05
0.00537343,0.511743,0,-4.73168e-05
0.00554135,0.525571,0,-5.03426e-05
0.00570927,0.539264,0,-5.34581e-05
0.00587719,0.552822,0,-5.66623e-05
0.00604511,0.566244,0,-5.99544e-05
0.00621303,0.57953,0,-6.33331e-05
0.00638095,0.59268,0,-6.67975e-05
0.00654887,0.605694,0,-7.03463e-05
0.00671679,0.618572,0,-7.39783e-05
0.00688471,0.631312,0,-7.76921e-05
0.00705263,0.643916,0,-8.14864e-05
0.00722055,0.656382,0,-8.53597e-05
0.00738847,0.66871,0,-8.93106e-05
0.00755639,0.680902,0,-9.33374e-05
0.00772431,0.692955,0,-9.74385e-05
0.00789223,0.70487,0,-0.000101612
0.00806015,0.716647,0,-0.000105857
0.00822807,0.728285,0,-0.00011017
0.00839599,0.739785,0,-0.000114551
0.00856391,0.751147,0,-0.000118997
0.00873183,0.762369,0,-0.000123506
0.00889975,0.773453,0,-0.000128076
0.00906767,0.784398,0,-0.000132706
0.00923559,0.795203,0,-0.000137392
0.00940351,0.80587,0,-0.000142134
0.00957143,0.816397,0,-0.000146928
0.00973935,0.826784,0,-0.000151772
0.00990727,0.837033,0,-0.000156663
0.0100752,0.847141,0,-0.000161601
0.0102431,0.857111,0,-0.000166582
0.010411,0.86694,0,-0.000171603
0.0105789,0.87663,0,-0.000176663
0.0107469,0.88618,0,-0.000181759
0.0109148,0.895591,0,-0.000186888
0.0110827,0.904862,0,-0.000192048
0.0112506,0.913994,0,-0.000197236
0.0114185,0.922986,0,-0.00020245
0.0115865,0.931838,0,-0.000207687
0.0117544,0.940551,0,-0.000212945
0.0119223,0.949124,0,-0.000218221
0.0120902,0.957558,0,-0.000223512
0.0122581,0.965853,0,-0.000228816
0.0124261,0.974009,0,-0.00023413
