z,p_rgh,alpha.concrete,nu1
0,-167.8,1,0.000821072
0.00016792,-167.8,1,0.00082271
0.00033584,-167.801,1,0.000824369
0.000503759,-167.802,1,0.000826057
0.000671679,-167.802,1,0.000827773
0.000839599,-167.803,1,0.00082952
0.00100752,-167.804,1,0.000831299
0.00117544,-167.805,1,0.000833109
0.00134336,-167.806,1,0.000834953
0.00151128,-167.807,1,0.000836829
0.0016792,-167.808,1,0.000838741
0.00184712,-167.809,1,0.000840689
0.00201504,-167.81,1,0.000842672
0.00218296,-167.811,1,0.000844693
0.00235088,-167.812,1,0.000846752
0.0025188,-167.813,1,0.000848851
0.00268672,-167.814,1,0.00085099
0.00285464,-167.815,1,0.00085317
0.00302256,-167.817,1,0.000855393
0.00319048,-167.818,1,0.00085766
0.0033584,-167.819,1,0.000859971
0.00352632,-167.82,1,0.000862329
0.00369424,-167.821,1,0.000864734
0.00386216,-167.822,1,0.000867188
0.00403008,-167.824,1,0.000869691
0.00419799,-167.825,1,0.000872246
0.00436591,-167.826,1,0.000874854
0.00453383,-167.827,1,0.000877516
0.00470175,-167.829,1,0.000880234
0.00486967,-167.83,1,0.00088301
0.00503759,-167.831,1,0.000885845
0.00520551,-167.833,1,0.00088874
0.00537343,-167.834,1,0.000891698
0.00554135,-167.835,1,0.000894721
0.00570927,-167.837,1,0.00089781
0.00587719,-167.838,1,0.000900968
0.00604511,-167.84,1,0.000904197
0.00621303,-167.841,1,0.000907498
0.00638095,-167.843,1,0.000910873
0.00654887,-167.844,1,0.000914327
0.00671679,-167.846,1,0.00091786
0.00688471,-167.847,1,0.000921475
0.00705263,-167.849,1,0.000925176
0.00722055,-167.85,1,0.000928964
0.00738847,-167.852,1,0.000932843
0.00755639,-167.854,1,0.000936815
0.00772431,-167.855,1,0.000940884
0.00789223,-167.857,1,0.000945054
0.00806015,-167.859,1,0.000949326
0.00822807,-167.86,1,0.000953706
0.00839599,-167.862,1,0.000958197
0.00856391,-167.864,1,0.000962803
0.00873183,-167.866,1,0.000967527
0.00889975,-167.868,1,0.000972375
0.00906767,-167.87,1,0.000977351
0.00923559,-167.871,1,0.000982459
0.00940351,-167.873,1,0.000987704
0.00957143,-167.875,1,0.000993093
0.00973935,-167.877,1,0.000998629
0.00990727,-167.879,1,0.00100432
0.0100752,-167.881,1,0.00101017
0.0102431,-167.883,1,0.00101619
0.010411,-167.885,1,0.00102238
0.0105789,-167.888,1,0.00102875
0.0107469,-167.89,1,0.00103532
0.0109148,-167.892,1,0.00104207
0.0110827,-167.894,1,0.00104903
0.0112506,-167.896,1,0.00105621
0.0114185,-167.899,1,0.0010636
0.0115865,-167.901,1,0.00107124
0.0117544,-167.903,1,0.00107911
