z,p_rgh,alpha.concrete,nu1
0,-167.525,1,0.000827681
0.000676768,-167.529,1,0.000834851
0.00135354,-167.535,1,0.000842414
0.0020303,-167.542,1,0.000850476
0.00270707,-167.549,1,0.000859094
0.00338384,-167.555,1,0.000868324
0.00406061,-167.562,1,0.000878233
0.00473737,-167.568,1,0.000888895
0.00541414,-167.575,1,0.000900396
0.00609091,-167.581,1,0.000912834
0.00676768,-167.588,1,0.000926323
0.00744444,-167.594,1,0.000940999
0.00812121,-167.601,1,0.000957018
0.00879798,-167.607,1,0.000974567
0.00947475,-167.613,1,0.000993869
0.0101515,-167.619,1,0.00101519
0.0108283,-167.626,1,0.00103887
0.0115051,-167.632,1,0.0010653
0.0121818,-167.638,1,0.00109498
0.0128586,-167.644,1,0.00112855
0.0135354,-167.649,1,0.00116682
0.0142121,-167.655,1,0.00121084
0.0148889,-167.66,1,0.00126201
0.0155657,-167.665,1,0.00132224
0.0162424,-167.67,1,0.00139422
0.0169192,-167.675,1,0.00148189
0.017596,-167.68,1,0.00159141
0.0182727,-167.685,1,0.00173329
0.0189495,-167.69,1,0.00192787
0.0196263,-167.696,1,0.00221994
0.020303,-167.703,1,0.00272152
0.0209798,-167.713,1,0.0037477
0.0216566,-167.741,1,0.00631054
0.0223333,-167.841,1,0.0141226
0.0230101,-168.181,1,0.0410397
0.0236869,-169.111,1,0.125295
0.0243636,-170.832,1,0.304308
0.0250404,-172.701,1,0.502233
0.0257172,-173.672,1,0.58333
0.0263939,-173.691,1,0.58333
0.0270707,-173.42,1,0.58333
0.0277475,-173.189,1,0.58333
0.0284242,-172.998,1,0.58333
0.029101,-172.811,1,0.58333
0.0297778,-172.62,1,0.58333
0.0304545,-172.442,1,0.58333
0.0311313,-172.303,1,0.58333
0.0318081,-172.139,1,0.58333
0.0324848,-171.509,1,0.58333
0.0331616,-128.441,0.752525,0.439151
0.0338384,-42.0942,0.247475,0.144891
0.0345152,0.000638542,0,0.000678081
0.0351919,0.000638782,0,0.000668487
0.0358687,0.000638054,0,0.000682816
0.0365455,0.000637558,0,0.000706117
0.0372222,0.000636568,0,0.000743644
0.037899,0.000635629,0,0.000804681
0.0385758,0.000634205,0,0.000906052
0.0392525,0.000632594,0,0.00107914
0.0399293,0.000630699,0,0.00138425
0.0406061,0.000628584,0,0.00194099
0.0412828,0.000626298,0,0.00299405
0.0419596,0.00062388,0,0.00505934
0.0426364,0.000621356,0,0.00925526
0.0433131,0.000618745,0,0.0180552
0.0439899,0.000616059,0,0.0369051
0.0446667,0.000613303,0,0.0767479
0.0453434,0.000610484,0,0.15176
0.0460202,0.000607605,0,0.256616
0.046697,0.00060467,0,0.352984
0.0473737,0.00060168,0,0.411419
0.0480505,0.000598638,0,0.439176
0.0487273,0.000595546,0,0.45344
0.049404,0.000592406,0,0.463133
0.0500808,0.00058922,0,0.471316
0.0507576,0.000585989,0,0.479011
0.0514343,0.000582714,0,0.486585
0.0521111,0.000579398,0,0.494171
0.0527879,0.000576041,0,0.50182
0.0534646,0.000572645,0,0.509551
0.0541414,0.00056921,0,0.517369
0.0548182,0.000565737,0,0.525277
0.0554949,0.000562228,0,0.533275
0.0561717,0.000558684,0,0.541364
0.0568485,0.000555106,0,0.549544
0.0575253,0.000551495,0,0.557813
0.058202,0.000547854,0,0.566169
0.0588788,0.000544184,0,0.573692
0.0595556,0.000540487,0,0.57924
0.0602323,0.000536765,0,0.582336
0.0609091,0.000533024,0,0.583265
0.0615859,0.000529265,0,0.58333
0.0622626,0.000525493,0,0.58333
0.0629394,0.000521714,0,0.58333
0.0636162,0.000517931,0,0.58333
0.0642929,0.00051415,0,0.58333
0.0649697,0.000510376,0,0.58333
0.0656465,0.000506615,0,0.58333
0.0663232,0.000502871,0,0.58333
0.067,0.000486557,0,0.58333
