z,U_0,U_1,U_2
0,-5.20099e-18,0,-8.0988e-21
0.000676768,0.0696638,0,-1.4368e-06
0.00135354,0.137328,0,-5.20932e-06
0.0020303,0.202985,0,-1.15604e-05
0.00270707,0.266629,0,-2.03257e-05
0.00338384,0.328251,0,-3.13769e-05
0.00406061,0.387842,0,-4.45924e-05
0.00473737,0.445395,0,-5.9839e-05
0.00541414,0.500903,0,-7.69685e-05
0.00609091,0.55436,0,-9.58199e-05
0.00676768,0.60576,0,-0.000116221
0.00744444,0.6551,0,-0.000137992
0.00812121,0.702373,0,-0.000160944
0.00879798,0.747578,0,-0.000184882
0.00947475,0.790711,0,-0.000209607
0.0101515,0.831771,0,-0.000234917
0.0108283,0.870756,0,-0.000260609
0.0115051,0.907665,0,-0.00028648
0.0121818,0.9425,0,-0.000312331
0.0128586,0.97526,0,-0.000337964
0.0135354,1.00595,0,-0.000363186
0.0142121,1.03456,0,-0.000387811
0.0148889,1.06111,0,-0.000411658
0.0155657,1.08559,0,-0.000434553
0.0162424,1.108,0,-0.000456331
0.0169192,1.12835,0,-0.000476836
0.017596,1.14663,0,-0.000495914
0.0182727,1.16283,0,-0.00051342
0.0189495,1.17692,0,-0.000529203
0.0196263,1.18885,0,-0.000543089
0.020303,1.19849,0,-0.000554831
0.0209798,1.20571,0,-0.000564132
0.0216566,1.21047,0,-0.000570932
0.0223333,1.21307,0,-0.000575781
0.0230101,1.21419,0,-0.000579537
0.0236869,1.21457,0,-0.000582661
0.0243636,1.21469,0,-0.000585226
0.0250404,1.21473,0,-0.000587414
0.0257172,1.21475,0,-0.000589563
0.0263939,1.21478,0,-0.000591799
0.0270707,1.2148,0,-0.00059398
0.0277475,1.21482,0,-0.000596036
0.0284242,1.21483,0,-0.000597996
0.029101,1.21484,0,-0.000599871
0.0297778,1.21485,0,-0.00060166
0.0304545,1.21486,0,-0.000603367
0.0311313,1.21487,0,-0.000605005
0.0318081,1.21488,0,-0.000606589
0.0324848,1.21489,0,-0.000607981
0.0331616,1.21488,0,-0.000608917
0.0338384,1.15574,0,-0.000610862
0.0345152,0.98147,0,-0.000541971
0.0351919,0.764512,0,-0.000337419
0.0358687,0.572841,0,-5.26669e-05
0.0365455,0.41201,0,0.000257584
0.0372222,0.284111,0,0.000548199
0.037899,0.187784,0,0.000787117
0.0385758,0.119029,0,0.000962615
0.0392525,0.0724504,0,0.00107563
0.0399293,0.0424416,0,0.00114019
0.0406061,0.0240212,0,0.00116991
0.0412828,0.0132299,0,0.00117714
0.0419596,0.00718748,0,0.00117101
0.0426364,0.00394931,0,0.0011575
0.0433131,0.00228604,0,0.00114022
0.0439899,0.00146577,0,0.00112122
0.0446667,0.00107627,0,0.00110156
0.0453434,0.000897236,0,0.00108178
0.0460202,0.000816663,0,0.00106214
0.046697,0.000780237,0,0.00104275
0.0473737,0.000762805,0,0.00102365
0.0480505,0.000753218,0,0.00100486
0.0487273,0.000746741,0,0.000986386
0.049404,0.000741443,0,0.000968217
0.0500808,0.000736567,0,0.000950352
0.0507576,0.000731831,0,0.000932785
0.0514343,0.00072713,0,0.000915513
0.0521111,0.000722431,0,0.000898529
0.0527879,0.000717722,0,0.000881829
0.0534646,0.000713001,0,0.000865407
0.0541414,0.000708267,0,0.000849258
0.0548182,0.000703521,0,0.000833377
0.0554949,0.000698765,0,0.00081776
0.0561717,0.000693999,0,0.000802402
0.0568485,0.000689224,0,0.000787298
0.0575253,0.000684441,0,0.000772444
0.058202,0.00067965,0,0.000757835
0.0588788,0.00067485,0,0.000743466
0.0595556,0.000670042,0,0.000729335
0.0602323,0.000665222,0,0.000715436
0.0609091,0.000660387,0,0.000701765
0.0615859,0.000655532,0,0.000688318
0.0622626,0.000650647,0,0.000675091
0.0629394,0.000645723,0,0.000662081
0.0636162,0.000640746,0,0.000649284
0.0642929,0.00063571,0,0.000636697
0.0649697,0.000630613,0,0.000624312
0.0656465,0.000625473,0,0.000612108
0.0663232,0.00062032,0,0.000600102
0.067,0.000597783,0,0.000550131
