z,U_0,U_1,U_2
0,-9.91261e-20,0,-1.4234e-25
0.000676768,0.00185661,0,-5.57318e-11
0.00135354,0.00367018,0,-2.00066e-10
0.0020303,0.00544098,0,-4.41336e-10
0.00270707,0.00716926,0,-7.78749e-10
0.00338384,0.0088553,0,-1.20906e-09
0.00406061,0.0104993,0,-1.7304e-09
0.00473737,0.0121017,0,-2.34155e-09
0.00541414,0.0136626,0,-3.04144e-09
0.00609091,0.0151822,0,-3.82903e-09
0.00676768,0.0166609,0,-4.70341e-09
0.00744444,0.0180989,0,-5.66377e-09
0.00812121,0.0194965,0,-6.70938e-09
0.00879798,0.0208539,0,-7.83968e-09
0.00947475,0.0221713,0,-9.05418e-09
0.0101515,0.023449,0,-1.03525e-08
0.0108283,0.0246872,0,-1.17343e-08
0.0115051,0.0258863,0,-1.31995e-08
0.0121818,0.0270463,0,-1.47479e-08
0.0128586,0.0281675,0,-1.63796e-08
0.0135354,0.0292502,0,-1.80947e-08
0.0142121,0.0302945,0,-1.98933e-08
0.0148889,0.0313008,0,-2.17758e-08
0.0155657,0.0322691,0,-2.37425e-08
0.0162424,0.0331997,0,-2.57939e-08
0.0169192,0.0340928,0,-2.79305e-08
0.017596,0.0349485,0,-3.0153e-08
0.0182727,0.0357672,0,-3.24619e-08
0.0189495,0.0365489,0,-3.48582e-08
0.0196263,0.0372938,0,-3.73426e-08
0.020303,0.0380021,0,-3.9916e-08
0.0209798,0.0386739,0,-4.25796e-08
0.0216566,0.0393095,0,-4.53341e-08
0.0223333,0.0399089,0,-4.81806e-08
0.0230101,0.0404722,0,-5.11204e-08
0.0236869,0.0409997,0,-5.41547e-08
0.0243636,0.0414915,0,-5.72847e-08
0.0250404,0.0419476,0,-6.05117e-08
0.0257172,0.0423682,0,-6.3837e-08
0.0263939,0.0427533,0,-6.72616e-08
0.0270707,0.0431031,0,-7.07871e-08
0.0277475,0.0434177,0,-7.44152e-08
0.0284242,0.0436971,0,-7.81471e-08
0.029101,0.0439413,0,-8.19821e-08
0.0297778,0.0441506,0,-8.59184e-08
0.0304545,0.0443248,0,-8.9969e-08
0.0311313,0.0444641,0,-9.4194e-08
0.0318081,0.0445685,0,-9.86336e-08
0.0324848,0.044638,0,-1.0275e-07
0.0331616,0.0446726,0,-1.05522e-07
0.0338384,0.0370096,0,-1.12588e-07
0.0345152,0.0187961,0,-1.24571e-07
0.0351919,0.00510263,0,-1.31592e-07
0.0358687,0.000985971,0,-1.35031e-07
0.0365455,0.000113684,0,-1.37807e-07
0.0372222,-2.66729e-05,0,-1.39377e-07
0.037899,-4.4685e-05,0,-1.41181e-07
0.0385758,-4.65361e-05,0,-1.4303e-07
0.0392525,-4.6625e-05,0,-1.4471e-07
0.0399293,-4.6548e-05,0,-1.46336e-07
0.0406061,-4.64548e-05,0,-1.47901e-07
0.0412828,-4.63575e-05,0,-1.49407e-07
0.0419596,-4.62572e-05,0,-1.50855e-07
0.0426364,-4.61537e-05,0,-1.52247e-07
0.0433131,-4.60473e-05,0,-1.53583e-07
0.0439899,-4.59379e-05,0,-1.54866e-07
0.0446667,-4.58255e-05,0,-1.56095e-07
0.0453434,-4.57102e-05,0,-1.57272e-07
0.0460202,-4.5592e-05,0,-1.58397e-07
0.046697,-4.5471e-05,0,-1.59471e-07
0.0473737,-4.53471e-05,0,-1.60495e-07
0.0480505,-4.52205e-05,0,-1.6147e-07
0.0487273,-4.50911e-05,0,-1.62396e-07
0.049404,-4.4959e-05,0,-1.63274e-07
0.0500808,-4.48241e-05,0,-1.64105e-07
0.0507576,-4.46866e-05,0,-1.6489e-07
0.0514343,-4.45465e-05,0,-1.65629e-07
0.0521111,-4.44037e-05,0,-1.66323e-07
0.0527879,-4.42584e-05,0,-1.66973e-07
0.0534646,-4.41106e-05,0,-1.6758e-07
0.0541414,-4.39602e-05,0,-1.68145e-07
0.0548182,-4.38073e-05,0,-1.68667e-07
0.0554949,-4.3652e-05,0,-1.69149e-07
0.0561717,-4.34942e-05,0,-1.69591e-07
0.0568485,-4.3334e-05,0,-1.69994e-07
0.0575253,-4.31715e-05,0,-1.70358e-07
0.058202,-4.30066e-05,0,-1.70685e-07
0.0588788,-4.28394e-05,0,-1.70976e-07
0.0595556,-4.26699e-05,0,-1.71232e-07
0.0602323,-4.24981e-05,0,-1.71453e-07
0.0609091,-4.23242e-05,0,-1.71641e-07
0.0615859,-4.2148e-05,0,-1.71797e-07
0.0622626,-4.19696e-05,0,-1.71921e-07
0.0629394,-4.17891e-05,0,-1.72015e-07
0.0636162,-4.16064e-05,0,-1.72081e-07
0.0642929,-4.14216e-05,0,-1.72121e-07
0.0649697,-4.12347e-05,0,-1.72115e-07
0.0656465,-4.10451e-05,0,-1.7198e-07
0.0663232,-4.08513e-05,0,-1.72038e-07
0.067,-3.99947e-05,0,-1.71439e-07
