# Force coefficients
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir     : (-1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 2.797000e-01
# lRef        : 3.350000e-01
# Aref        : 1.120000e-02
# CofR        : (3.350000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
56            	-3.640894e+00	-2.443496e+00	-8.134751e+00	-7.708270e+00	-4.264814e-01
57            	-3.639930e+00	-2.439207e+00	-8.134723e+00	-7.707292e+00	-4.274309e-01
58            	-3.638762e+00	-2.435040e+00	-8.134697e+00	-7.706110e+00	-4.285870e-01
59            	-3.637383e+00	-2.430992e+00	-8.134675e+00	-7.704720e+00	-4.299545e-01
60            	-3.636560e+00	-2.427059e+00	-8.134646e+00	-7.703883e+00	-4.307630e-01
61            	-3.636625e+00	-2.423238e+00	-8.134617e+00	-7.703933e+00	-4.306837e-01
62            	-3.637396e+00	-2.419525e+00	-8.134588e+00	-7.704691e+00	-4.298978e-01
63            	-3.638704e+00	-2.415914e+00	-8.134560e+00	-7.705984e+00	-4.285765e-01
64            	-3.640673e+00	-2.412401e+00	-8.134536e+00	-7.707941e+00	-4.265949e-01
65            	-3.642735e+00	-2.408980e+00	-8.134518e+00	-7.709994e+00	-4.245240e-01
66            	-3.644700e+00	-2.405646e+00	-8.134494e+00	-7.711947e+00	-4.225474e-01
67            	-3.646623e+00	-2.402396e+00	-8.134472e+00	-7.713859e+00	-4.206128e-01
68            	-3.543146e+00	-2.399008e+00	-8.132886e+00	-7.609589e+00	-5.232971e-01
69            	-3.608970e+00	-2.395931e+00	-8.138947e+00	-7.678444e+00	-4.605032e-01
70            	-3.615038e+00	-2.392946e+00	-8.138993e+00	-7.684534e+00	-4.544581e-01
71            	-3.617499e+00	-2.390008e+00	-8.139209e+00	-7.687103e+00	-4.521058e-01
72            	-3.619594e+00	-2.387135e+00	-8.139116e+00	-7.689152e+00	-4.499637e-01
73            	-3.622059e+00	-2.384330e+00	-8.139110e+00	-7.691614e+00	-4.474962e-01
74            	-3.624617e+00	-2.381592e+00	-8.139031e+00	-7.694133e+00	-4.448986e-01
75            	-3.627205e+00	-2.378919e+00	-8.138963e+00	-7.696687e+00	-4.422765e-01
76            	-3.629755e+00	-2.376308e+00	-8.138873e+00	-7.699192e+00	-4.396814e-01
77            	-3.632237e+00	-2.373758e+00	-8.138780e+00	-7.701627e+00	-4.371535e-01
78            	-3.634641e+00	-2.371266e+00	-8.138682e+00	-7.703982e+00	-4.347007e-01
79            	-3.636992e+00	-2.368831e+00	-8.138582e+00	-7.706282e+00	-4.322994e-01
80            	-3.639217e+00	-2.366449e+00	-8.138480e+00	-7.708457e+00	-4.300233e-01
81            	-3.641761e+00	-2.364123e+00	-8.138376e+00	-7.710949e+00	-4.274270e-01
82            	-3.644491e+00	-2.361849e+00	-8.138270e+00	-7.713626e+00	-4.246440e-01
83            	-3.647372e+00	-2.359626e+00	-8.138162e+00	-7.716453e+00	-4.217091e-01
84            	-3.650371e+00	-2.357452e+00	-8.138057e+00	-7.719399e+00	-4.186578e-01
85            	-3.653452e+00	-2.355325e+00	-8.137949e+00	-7.722426e+00	-4.155224e-01
86            	-3.656304e+00	-2.353242e+00	-8.137845e+00	-7.725227e+00	-4.126187e-01
87            	-3.659032e+00	-2.351202e+00	-8.137746e+00	-7.727905e+00	-4.098412e-01
88            	-3.661674e+00	-2.349204e+00	-8.137650e+00	-7.730499e+00	-4.071508e-01
89            	-3.664242e+00	-2.347246e+00	-8.137557e+00	-7.733020e+00	-4.045366e-01
90            	-3.666745e+00	-2.345326e+00	-8.137466e+00	-7.735478e+00	-4.019878e-01
91            	-3.669239e+00	-2.343444e+00	-8.137374e+00	-7.737926e+00	-3.994479e-01
92            	-3.671759e+00	-2.341599e+00	-8.137282e+00	-7.740400e+00	-3.968815e-01
93            	-3.674328e+00	-2.339788e+00	-8.137188e+00	-7.742922e+00	-3.942666e-01
94            	-3.676989e+00	-2.338012e+00	-8.137100e+00	-7.745540e+00	-3.915606e-01
95            	-3.679790e+00	-2.336269e+00	-8.137021e+00	-7.748300e+00	-3.887209e-01
96            	-3.682566e+00	-2.334558e+00	-8.136945e+00	-7.751039e+00	-3.859066e-01
97            	-3.685371e+00	-2.332877e+00	-8.136874e+00	-7.753807e+00	-3.830662e-01
98            	-3.688182e+00	-2.331227e+00	-8.136803e+00	-7.756584e+00	-3.802191e-01
99            	-3.690984e+00	-2.329606e+00	-8.136733e+00	-7.759350e+00	-3.773825e-01
100           	-3.693772e+00	-2.328014e+00	-8.136664e+00	-7.762104e+00	-3.745600e-01
101           	-3.696529e+00	-2.326450e+00	-8.136593e+00	-7.764826e+00	-3.717673e-01
102           	-3.699247e+00	-2.324913e+00	-8.136523e+00	-7.767509e+00	-3.690139e-01
103           	-3.701924e+00	-2.323403e+00	-8.136450e+00	-7.770149e+00	-3.663012e-01
104           	-3.704563e+00	-2.321920e+00	-8.136377e+00	-7.772752e+00	-3.636255e-01
105           	-3.707171e+00	-2.320463e+00	-8.136304e+00	-7.775323e+00	-3.609808e-01
106           	-3.709701e+00	-2.319031e+00	-8.136231e+00	-7.777817e+00	-3.584142e-01
107           	-3.712367e+00	-2.317626e+00	-8.136157e+00	-7.780445e+00	-3.557120e-01
108           	-3.715154e+00	-2.316246e+00	-8.136081e+00	-7.783194e+00	-3.528864e-01
109           	-3.718008e+00	-2.314891e+00	-8.136003e+00	-7.786009e+00	-3.499937e-01
110           	-3.720901e+00	-2.313560e+00	-8.135924e+00	-7.788863e+00	-3.470612e-01
111           	-3.723812e+00	-2.312253e+00	-8.135846e+00	-7.791735e+00	-3.441109e-01
112           	-3.726671e+00	-2.310968e+00	-8.135764e+00	-7.794553e+00	-3.412112e-01
113           	-3.729362e+00	-2.309705e+00	-8.135687e+00	-7.797205e+00	-3.384815e-01
114           	-3.731991e+00	-2.308464e+00	-8.135611e+00	-7.799796e+00	-3.358149e-01
115           	-3.734557e+00	-2.307244e+00	-8.135538e+00	-7.802326e+00	-3.332120e-01
116           	-3.737069e+00	-2.306044e+00	-8.135466e+00	-7.804803e+00	-3.306635e-01
117           	-3.739534e+00	-2.304864e+00	-8.135396e+00	-7.807232e+00	-3.281633e-01
118           	-3.741956e+00	-2.303703e+00	-8.135327e+00	-7.809620e+00	-3.257071e-01
119           	-3.744338e+00	-2.302560e+00	-8.135259e+00	-7.811967e+00	-3.232915e-01
120           	-3.746683e+00	-2.301436e+00	-8.135193e+00	-7.814279e+00	-3.209136e-01
121           	-3.748993e+00	-2.300329e+00	-8.135127e+00	-7.816557e+00	-3.185704e-01
122           	-3.751272e+00	-2.299240e+00	-8.135063e+00	-7.818804e+00	-3.162594e-01
123           	-3.753522e+00	-2.298167e+00	-8.135000e+00	-7.821023e+00	-3.139779e-01
124           	-3.755745e+00	-2.297111e+00	-8.134939e+00	-7.823215e+00	-3.117244e-01
125           	-3.757942e+00	-2.296070e+00	-8.134878e+00	-7.825382e+00	-3.094968e-01
126           	-3.760121e+00	-2.295045e+00	-8.134817e+00	-7.827529e+00	-3.072874e-01
127           	-3.762280e+00	-2.294036e+00	-8.134757e+00	-7.829659e+00	-3.050985e-01
128           	-3.764422e+00	-2.293041e+00	-8.134700e+00	-7.831772e+00	-3.029284e-01
129           	-3.766547e+00	-2.292061e+00	-8.134644e+00	-7.833869e+00	-3.007747e-01
130           	-3.768657e+00	-2.291095e+00	-8.134588e+00	-7.835951e+00	-2.986366e-01
131           	-3.770755e+00	-2.290143e+00	-8.134534e+00	-7.838022e+00	-2.965116e-01
132           	-3.772845e+00	-2.289204e+00	-8.134481e+00	-7.840085e+00	-2.943959e-01
133           	-3.774925e+00	-2.288279e+00	-8.134429e+00	-7.842139e+00	-2.922899e-01
134           	-3.777003e+00	-2.287366e+00	-8.134377e+00	-7.844192e+00	-2.901856e-01
135           	-3.779076e+00	-2.286467e+00	-8.134326e+00	-7.846239e+00	-2.880867e-01
136           	-3.781143e+00	-2.285580e+00	-8.134275e+00	-7.848281e+00	-2.859940e-01
137           	-3.783214e+00	-2.284705e+00	-8.134223e+00	-7.850325e+00	-2.838977e-01
138           	-3.785299e+00	-2.283843e+00	-8.134171e+00	-7.852384e+00	-2.817872e-01
139           	-3.787408e+00	-2.282992e+00	-8.134122e+00	-7.854469e+00	-2.796532e-01
140           	-3.789512e+00	-2.282152e+00	-8.134074e+00	-7.856550e+00	-2.775246e-01
141           	-3.791660e+00	-2.281325e+00	-8.134026e+00	-7.858673e+00	-2.753526e-01
142           	-3.793906e+00	-2.280509e+00	-8.133977e+00	-7.860894e+00	-2.730826e-01
143           	-3.796201e+00	-2.279705e+00	-8.133926e+00	-7.863164e+00	-2.707624e-01
144           	-3.798523e+00	-2.278911e+00	-8.133875e+00	-7.865460e+00	-2.684150e-01
145           	-3.800858e+00	-2.278129e+00	-8.133826e+00	-7.867771e+00	-2.660549e-01
146           	-3.803198e+00	-2.277358e+00	-8.133777e+00	-7.870086e+00	-2.636903e-01
147           	-3.805451e+00	-2.276597e+00	-8.133727e+00	-7.872315e+00	-2.614121e-01
148           	-3.807652e+00	-2.275846e+00	-8.133680e+00	-7.874492e+00	-2.591879e-01
149           	-3.809815e+00	-2.275106e+00	-8.133635e+00	-7.876633e+00	-2.570020e-01
150           	-3.811945e+00	-2.274375e+00	-8.133591e+00	-7.878740e+00	-2.548504e-01
151           	-3.814044e+00	-2.273654e+00	-8.133548e+00	-7.880818e+00	-2.527295e-01
152           	-3.816115e+00	-2.272943e+00	-8.133505e+00	-7.882868e+00	-2.506378e-01
153           	-3.818158e+00	-2.272241e+00	-8.133464e+00	-7.884890e+00	-2.485741e-01
154           	-3.820174e+00	-2.271549e+00	-8.133424e+00	-7.886886e+00	-2.465375e-01
155           	-3.822165e+00	-2.270866e+00	-8.133384e+00	-7.888857e+00	-2.445271e-01
156           	-3.824130e+00	-2.270191e+00	-8.133345e+00	-7.890802e+00	-2.425422e-01
157           	-3.826070e+00	-2.269526e+00	-8.133306e+00	-7.892724e+00	-2.405826e-01
158           	-3.827987e+00	-2.268870e+00	-8.133268e+00	-7.894621e+00	-2.386470e-01
159           	-3.829881e+00	-2.268222e+00	-8.133231e+00	-7.896496e+00	-2.367350e-01
160           	-3.831752e+00	-2.267582e+00	-8.133194e+00	-7.898349e+00	-2.348457e-01
161           	-3.833600e+00	-2.266951e+00	-8.133158e+00	-7.900180e+00	-2.329787e-01
162           	-3.835428e+00	-2.266328e+00	-8.133123e+00	-7.901990e+00	-2.311332e-01
163           	-3.837235e+00	-2.265713e+00	-8.133088e+00	-7.903779e+00	-2.293086e-01
164           	-3.839022e+00	-2.265106e+00	-8.133053e+00	-7.905549e+00	-2.275044e-01
165           	-3.840790e+00	-2.264506e+00	-8.133020e+00	-7.907300e+00	-2.257199e-01
166           	-3.842538e+00	-2.263914e+00	-8.132986e+00	-7.909032e+00	-2.239547e-01
167           	-3.844269e+00	-2.263329e+00	-8.132954e+00	-7.910745e+00	-2.222081e-01
168           	-3.977483e+00	-2.263657e+00	-8.134247e+00	-8.044607e+00	-8.964019e-02
169           	-3.877911e+00	-2.262637e+00	-8.132169e+00	-7.943995e+00	-1.881737e-01
