z,U_0,U_1,U_2
0,-9.16315e-18,0,1.99271e-24
0.000676768,0.00516608,0,-1.10445e-11
0.00135354,0.00844054,0,-3.22263e-11
0.0020303,0.0105222,0,-6.34772e-11
0.00270707,0.0119128,0,-9.95614e-11
0.00338384,0.0129638,0,-1.38033e-10
0.00406061,0.0138895,0,-1.78931e-10
0.00473737,0.0147752,0,-2.2134e-10
0.00541414,0.0156357,0,-2.63967e-10
0.00609091,0.016471,0,-3.06814e-10
0.00676768,0.0172814,0,-3.50106e-10
0.00744444,0.0180669,0,-3.93901e-10
0.00812121,0.0188277,0,-4.38202e-10
0.00879798,0.019564,0,-4.83039e-10
0.00947475,0.0202759,0,-5.28424e-10
0.0101515,0.0209636,0,-5.74406e-10
0.0108283,0.0216273,0,-6.21047e-10
0.0115051,0.0222673,0,-6.68339e-10
0.0121818,0.0228837,0,-7.16355e-10
0.0128586,0.0234769,0,-7.65149e-10
0.0135354,0.0240471,0,-8.14806e-10
0.0142121,0.0245945,0,-8.65406e-10
0.0148889,0.0251195,0,-9.16978e-10
0.0155657,0.0256222,0,-9.6965e-10
0.0162424,0.0261031,0,-1.02354e-09
0.0169192,0.0265624,0,-1.07873e-09
0.017596,0.0270003,0,-1.13537e-09
0.0182727,0.0274173,0,-1.19357e-09
0.0189495,0.0278135,0,-1.25349e-09
0.0196263,0.0281893,0,-1.31528e-09
0.020303,0.0285449,0,-1.37916e-09
0.0209798,0.0288807,0,-1.44536e-09
0.0216566,0.0291969,0,-1.51407e-09
0.0223333,0.0294938,0,-1.58556e-09
0.0230101,0.0297717,0,-1.66006e-09
0.0236869,0.0300309,0,-1.73786e-09
0.0243636,0.0302715,0,-1.81934e-09
0.0250404,0.0304939,0,-1.90481e-09
0.0257172,0.0306982,0,-1.99462e-09
0.0263939,0.0308847,0,-2.08919e-09
0.0270707,0.0310536,0,-2.18896e-09
0.0277475,0.031205,0,-2.2944e-09
0.0284242,0.0313392,0,-2.40599e-09
0.029101,0.0314562,0,-2.52419e-09
0.0297778,0.0315563,0,-2.64948e-09
0.0304545,0.0316394,0,-2.78306e-09
0.0311313,0.0317058,0,-2.92805e-09
0.0318081,0.0317555,0,-3.08717e-09
0.0324848,0.0317885,0,-3.24069e-09
0.0331616,0.0318048,0,-3.34865e-09
0.0338384,0.0249759,0,-3.63912e-09
0.0345152,0.0101909,0,-3.71248e-09
0.0351919,0.00133362,0,-2.97976e-09
0.0358687,9.7433e-05,0,-2.02733e-09
0.0365455,-6.37795e-06,0,-1.08947e-09
0.0372222,-1.25328e-05,0,-9.0175e-11
0.037899,-1.27905e-05,0,8.94274e-10
0.0385758,-1.27738e-05,0,1.88772e-09
0.0392525,-1.27455e-05,0,2.88451e-09
0.0399293,-1.27158e-05,0,3.88691e-09
0.0406061,-1.26848e-05,0,4.8942e-09
0.0412828,-1.26527e-05,0,5.90617e-09
0.0419596,-1.26195e-05,0,6.92272e-09
0.0426364,-1.25851e-05,0,7.94371e-09
0.0433131,-1.25496e-05,0,8.96908e-09
0.0439899,-1.2513e-05,0,9.99869e-09
0.0446667,-1.24753e-05,0,1.10325e-08
0.0453434,-1.24366e-05,0,1.20704e-08
0.0460202,-1.23969e-05,0,1.31121e-08
0.046697,-1.23561e-05,0,1.41578e-08
0.0473737,-1.23144e-05,0,1.52075e-08
0.0480505,-1.22717e-05,0,1.62609e-08
0.0487273,-1.2228e-05,0,1.73179e-08
0.049404,-1.21834e-05,0,1.83788e-08
0.0500808,-1.21378e-05,0,1.9443e-08
0.0507576,-1.20914e-05,0,2.05106e-08
0.0514343,-1.2044e-05,0,2.15816e-08
0.0521111,-1.19958e-05,0,2.26559e-08
0.0527879,-1.19468e-05,0,2.37334e-08
0.0534646,-1.18969e-05,0,2.48142e-08
0.0541414,-1.18462e-05,0,2.58978e-08
0.0548182,-1.17947e-05,0,2.69843e-08
0.0554949,-1.17425e-05,0,2.80737e-08
0.0561717,-1.16895e-05,0,2.91659e-08
0.0568485,-1.16357e-05,0,3.02609e-08
0.0575253,-1.15812e-05,0,3.13581e-08
0.058202,-1.15259e-05,0,3.24578e-08
0.0588788,-1.14701e-05,0,3.35602e-08
0.0595556,-1.14135e-05,0,3.46645e-08
0.0602323,-1.13563e-05,0,3.57708e-08
0.0609091,-1.12984e-05,0,3.68792e-08
0.0615859,-1.12398e-05,0,3.79894e-08
0.0622626,-1.11807e-05,0,3.91014e-08
0.0629394,-1.1121e-05,0,4.02147e-08
0.0636162,-1.10607e-05,0,4.1329e-08
0.0642929,-1.09998e-05,0,4.24441e-08
0.0649697,-1.09384e-05,0,4.35608e-08
0.0656465,-1.08764e-05,0,4.4673e-08
0.0663232,-1.0814e-05,0,4.5794e-08
0.067,-1.0537e-05,0,5.05828e-08
