# Force coefficients
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir     : (-1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 2.797000e-01
# lRef        : 3.350000e-01
# Aref        : 1.120000e-02
# CofR        : (3.350000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
0             	-3.632131e+00	-2.505531e+00	-1.089421e+01	-9.079237e+00	-1.814976e+00
1             	-4.077946e+00	-2.495008e+00	-8.133301e+00	-8.144597e+00	1.129557e-02
2             	-4.060966e+00	-2.489816e+00	-8.133186e+00	-8.127559e+00	-5.627440e-03
3             	-4.054363e+00	-2.484691e+00	-8.132551e+00	-8.120639e+00	-1.191260e-02
4             	-4.038975e+00	-2.480733e+00	-8.132646e+00	-8.105298e+00	-2.734804e-02
5             	-4.025339e+00	-2.476857e+00	-8.132712e+00	-8.091695e+00	-4.101713e-02
6             	-4.014750e+00	-2.473034e+00	-8.132763e+00	-8.081131e+00	-5.163203e-02
7             	-4.007050e+00	-2.469270e+00	-8.132816e+00	-8.073458e+00	-5.935770e-02
8             	-4.001695e+00	-2.465577e+00	-8.132873e+00	-8.068132e+00	-6.474123e-02
9             	-3.998077e+00	-2.461962e+00	-8.132930e+00	-8.064542e+00	-6.838788e-02
10            	-3.995692e+00	-2.458433e+00	-8.133015e+00	-8.062199e+00	-7.081589e-02
11            	-3.995509e+00	-2.454920e+00	-8.133004e+00	-8.062011e+00	-7.099271e-02
12            	-3.996424e+00	-2.451476e+00	-8.133009e+00	-8.062929e+00	-7.008048e-02
13            	-3.997998e+00	-2.448103e+00	-8.133063e+00	-8.064530e+00	-6.853316e-02
14            	-3.999147e+00	-2.444778e+00	-8.133126e+00	-8.065710e+00	-6.741626e-02
15            	-3.998669e+00	-2.441496e+00	-8.133182e+00	-8.065260e+00	-6.792249e-02
16            	-3.997472e+00	-2.438258e+00	-8.133217e+00	-8.064080e+00	-6.913700e-02
17            	-3.995683e+00	-2.435060e+00	-8.134271e+00	-8.062819e+00	-7.145232e-02
18            	-3.994028e+00	-2.431908e+00	-8.134308e+00	-8.061182e+00	-7.312582e-02
19            	-3.999166e+00	-2.428803e+00	-8.133282e+00	-8.065808e+00	-6.747483e-02
20            	-3.996771e+00	-2.425740e+00	-8.133392e+00	-8.063467e+00	-6.992463e-02
21            	-3.995569e+00	-2.422721e+00	-8.133402e+00	-8.062270e+00	-7.113188e-02
22            	-3.994541e+00	-2.419747e+00	-8.133414e+00	-8.061248e+00	-7.216581e-02
23            	-3.993679e+00	-2.416818e+00	-8.133425e+00	-8.060392e+00	-7.303321e-02
24            	-3.992978e+00	-2.413935e+00	-8.133436e+00	-8.059696e+00	-7.373996e-02
25            	-3.992429e+00	-2.411097e+00	-8.133446e+00	-8.059152e+00	-7.429428e-02
26            	-3.992019e+00	-2.408304e+00	-8.133455e+00	-8.058746e+00	-7.470895e-02
27            	-3.991735e+00	-2.405556e+00	-8.133463e+00	-8.058466e+00	-7.499707e-02
28            	-3.991559e+00	-2.402853e+00	-8.133470e+00	-8.058294e+00	-7.517642e-02
29            	-3.991482e+00	-2.400194e+00	-8.133477e+00	-8.058220e+00	-7.525689e-02
30            	-3.991498e+00	-2.397579e+00	-8.133483e+00	-8.058240e+00	-7.524317e-02
31            	-3.991598e+00	-2.395007e+00	-8.133488e+00	-8.058342e+00	-7.514612e-02
32            	-3.991772e+00	-2.392479e+00	-8.133493e+00	-8.058519e+00	-7.497476e-02
33            	-3.992013e+00	-2.389994e+00	-8.133497e+00	-8.058762e+00	-7.473562e-02
34            	-3.992315e+00	-2.387551e+00	-8.133501e+00	-8.059066e+00	-7.443531e-02
35            	-3.992672e+00	-2.385149e+00	-8.133504e+00	-8.059424e+00	-7.408015e-02
36            	-3.993077e+00	-2.382789e+00	-8.133507e+00	-8.059831e+00	-7.367616e-02
37            	-3.993528e+00	-2.380469e+00	-8.133509e+00	-8.060282e+00	-7.322662e-02
38            	-3.994018e+00	-2.378189e+00	-8.133511e+00	-8.060773e+00	-7.273795e-02
39            	-3.994542e+00	-2.375949e+00	-8.133513e+00	-8.061299e+00	-7.221394e-02
40            	-3.995099e+00	-2.373747e+00	-8.133514e+00	-8.061856e+00	-7.165743e-02
41            	-3.995684e+00	-2.371584e+00	-8.133515e+00	-8.062441e+00	-7.107335e-02
42            	-3.996334e+00	-2.369459e+00	-8.133515e+00	-8.063091e+00	-7.042335e-02
43            	-3.997181e+00	-2.367371e+00	-8.133510e+00	-8.063936e+00	-6.957391e-02
44            	-3.998208e+00	-2.365319e+00	-8.133504e+00	-8.064960e+00	-6.854415e-02
45            	-3.999231e+00	-2.363303e+00	-8.133501e+00	-8.065982e+00	-6.751919e-02
46            	-4.000411e+00	-2.361321e+00	-8.133498e+00	-8.067160e+00	-6.633865e-02
47            	-4.001588e+00	-2.359372e+00	-8.133496e+00	-8.068336e+00	-6.515986e-02
48            	-4.002537e+00	-2.357454e+00	-8.133494e+00	-8.069284e+00	-6.421002e-02
49            	-4.003264e+00	-2.355566e+00	-8.133492e+00	-8.070010e+00	-6.348194e-02
50            	-4.003849e+00	-2.353706e+00	-8.133490e+00	-8.070594e+00	-6.289584e-02
51            	-4.004365e+00	-2.351874e+00	-8.133488e+00	-8.071109e+00	-6.237851e-02
52            	-4.004848e+00	-2.350070e+00	-8.133486e+00	-8.071591e+00	-6.189563e-02
53            	-4.005311e+00	-2.348291e+00	-8.133485e+00	-8.072054e+00	-6.143145e-02
54            	-4.005766e+00	-2.346537e+00	-8.133484e+00	-8.072508e+00	-6.097584e-02
55            	-4.006218e+00	-2.344808e+00	-8.133483e+00	-8.072959e+00	-6.052364e-02
56            	-4.006669e+00	-2.343103e+00	-8.133482e+00	-8.073410e+00	-6.007166e-02
57            	-4.007123e+00	-2.341421e+00	-8.133481e+00	-8.073863e+00	-5.961789e-02
58            	-4.007579e+00	-2.339762e+00	-8.133480e+00	-8.074319e+00	-5.916104e-02
59            	-4.008039e+00	-2.338126e+00	-8.133480e+00	-8.074779e+00	-5.870029e-02
60            	-4.008504e+00	-2.336511e+00	-8.133479e+00	-8.075244e+00	-5.823512e-02
61            	-4.008974e+00	-2.334918e+00	-8.133478e+00	-8.075713e+00	-5.776523e-02
62            	-4.009448e+00	-2.333346e+00	-8.133478e+00	-8.076187e+00	-5.729057e-02
63            	-4.009927e+00	-2.331795e+00	-8.133477e+00	-8.076666e+00	-5.681110e-02
64            	-4.010412e+00	-2.330264e+00	-8.133477e+00	-8.077150e+00	-5.632616e-02
65            	-4.010900e+00	-2.328754e+00	-8.133476e+00	-8.077638e+00	-5.583763e-02
66            	-4.011393e+00	-2.327263e+00	-8.133475e+00	-8.078131e+00	-5.534460e-02
67            	-4.011890e+00	-2.325791e+00	-8.133475e+00	-8.078627e+00	-5.484756e-02
68            	-4.012390e+00	-2.324339e+00	-8.133474e+00	-8.079127e+00	-5.434679e-02
69            	-4.012894e+00	-2.322906e+00	-8.133474e+00	-8.079631e+00	-5.384257e-02
70            	-4.013401e+00	-2.321491e+00	-8.133473e+00	-8.080138e+00	-5.333533e-02
71            	-4.013911e+00	-2.320094e+00	-8.133473e+00	-8.080647e+00	-5.282542e-02
72            	-4.014423e+00	-2.318716e+00	-8.133472e+00	-8.081159e+00	-5.231319e-02
73            	-4.014937e+00	-2.317355e+00	-8.133471e+00	-8.081672e+00	-5.179900e-02
74            	-4.015452e+00	-2.316012e+00	-8.133471e+00	-8.082188e+00	-5.128322e-02
75            	-4.015969e+00	-2.314687e+00	-8.133470e+00	-8.082704e+00	-5.076618e-02
76            	-4.016486e+00	-2.313378e+00	-8.133469e+00	-8.083221e+00	-5.024823e-02
