z,p_rgh,alpha.concrete,nu1
0,-167.998,1,0.00324829
0.00016792,-167.998,1,0.00346605
0.00033584,-167.998,1,0.00377106
0.000503759,-167.998,1,0.00425318
0.000671679,-167.998,1,0.00505811
0.000839599,-167.998,1,0.00647561
0.00100752,-167.998,1,0.00912699
0.00117544,-167.998,1,0.0143632
0.00134336,-167.998,1,0.0249104
0.00151128,-167.999,1,0.044811
0.0016792,-167.999,1,0.0744707
0.00184712,-167.999,1,0.0984267
0.00201504,-168,1,0.10558
0.00218296,-168,1,0.10558
0.00235088,-168,1,0.10558
0.0025188,-168,1,0.10558
0.00268672,-168,1,0.10558
0.00285464,-168,1,0.10558
0.00302256,-168,1,0.10558
0.00319048,-168.001,1,0.10558
0.0033584,-168.001,1,0.10558
0.00352632,-168.001,1,0.10558
0.00369424,-168.001,1,0.10558
0.00386216,-168.001,1,0.10558
0.00403008,-168.001,1,0.10558
0.00419799,-168.002,1,0.10558
0.00436591,-168.002,1,0.10558
0.00453383,-168.002,1,0.10558
0.00470175,-168.002,1,0.10558
0.00486967,-168.002,1,0.10558
0.00503759,-168.002,1,0.10558
0.00520551,-168.003,1,0.10558
0.00537343,-168.003,1,0.10558
0.00554135,-168.003,1,0.10558
0.00570927,-168.004,1,0.10558
0.00587719,-168.004,1,0.10558
0.00604511,-168.004,1,0.10558
0.00621303,-168.004,1,0.10558
0.00638095,-168.005,1,0.10558
0.00654887,-168.005,1,0.10558
0.00671679,-168.005,1,0.10558
0.00688471,-168.006,1,0.10558
0.00705263,-168.006,1,0.10558
0.00722055,-168.006,1,0.10558
0.00738847,-168.006,1,0.10558
0.00755639,-168.007,1,0.10558
0.00772431,-168.007,1,0.10558
0.00789223,-168.008,1,0.10558
0.00806015,-168.008,1,0.10558
0.00822807,-168.008,1,0.10558
0.00839599,-168.009,1,0.10558
0.00856391,-168.009,1,0.10558
0.00873183,-168.01,1,0.10558
0.00889975,-168.01,1,0.10558
0.00906767,-168.01,1,0.10558
0.00923559,-168.011,1,0.10558
0.00940351,-168.011,1,0.10558
0.00957143,-168.011,1,0.10558
0.00973935,-168.012,1,0.10558
0.00990727,-168.012,1,0.10558
0.0100752,-168.013,1,0.10558
0.0102431,-168.013,1,0.10558
0.010411,-168.014,1,0.10558
0.0105789,-168.014,1,0.10558
0.0107469,-168.015,1,0.10558
0.0109148,-168.015,1,0.10558
0.0110827,-168.016,1,0.10558
0.0112506,-168.016,1,0.10558
0.0114185,-168.017,1,0.10558
0.0115865,-168.017,1,0.10558
0.0117544,-168.018,1,0.10558
0.0119223,-168.018,1,0.10558
0.0120902,-168.019,1,0.10558
0.0122581,-168.019,1,0.10558
0.0124261,-168.02,1,0.10558
0.012594,-168.021,1,0.10558
0.0127619,-168.021,1,0.10558
0.0129298,-168.021,1,0.10558
0.0130977,-168.022,1,0.10558
0.0132657,-168.023,1,0.10558
0.0134336,-168.024,1,0.10558
0.0136015,-168.024,1,0.10558
0.0137694,-168.024,1,0.10558
0.0139373,-168.025,1,0.10558
0.0141053,-168.026,1,0.10558
0.0142732,-168.027,1,0.10558
0.0144411,-168.027,1,0.10558
0.014609,-168.028,1,0.10558
0.0147769,-168.028,1,0.10558
0.0149449,-168.029,1,0.10558
0.0151128,-168.03,1,0.10558
0.0152807,-168.03,1,0.10558
0.0154486,-168.031,1,0.10558
0.0156165,-168.032,1,0.10558
0.0157845,-168.032,1,0.10558
0.0159524,-168.033,1,0.10558
0.0161203,-168.034,1,0.10558
0.0162882,-168.035,1,0.10558
0.0164561,-168.035,1,0.10558
0.0166241,-168.036,1,0.10558
0.016792,-168.037,1,0.10558
0.0169599,-168.037,1,0.10558
0.0171278,-168.038,1,0.10558
0.0172957,-168.039,1,0.10558
0.0174637,-168.04,1,0.10558
0.0176316,-168.041,1,0.10558
0.0177995,-168.041,1,0.10558
0.0179674,-168.042,1,0.10558
0.0181353,-168.043,1,0.10558
0.0183033,-168.044,1,0.10558
0.0184712,-168.044,1,0.10558
0.0186391,-168.045,1,0.10558
0.018807,-168.046,1,0.10558
0.0189749,-168.047,1,0.10558
0.0191429,-168.047,1,0.10558
0.0193108,-168.048,1,0.10558
0.0194787,-168.049,1,0.10558
0.0196466,-168.05,1,0.10558
0.0198145,-168.051,1,0.10558
0.0199825,-168.052,1,0.10558
0.0201504,-168.053,1,0.10558
0.0203183,-168.053,1,0.10558
0.0204862,-168.054,1,0.10558
0.0206541,-168.055,1,0.10558
0.0208221,-168.056,1,0.10558
0.02099,-168.057,1,0.10558
0.0211579,-168.058,1,0.10558
0.0213258,-168.059,1,0.10558
0.0214937,-168.06,1,0.10558
0.0216617,-168.06,1,0.10558
0.0218296,-168.061,1,0.10558
0.0219975,-168.062,1,0.10558
0.0221654,-168.063,1,0.10558
