z,U_0,U_1,U_2
0,0,0,0
0.00016792,0.00464713,0,8.59776e-12
0.00033584,0.00892005,0,-3.16684e-11
0.000503759,0.0127277,0,-1.526e-10
0.000671679,0.0159648,0,-3.38396e-10
0.000839599,0.0185465,0,-5.48094e-10
0.00100752,0.0204411,0,-7.37756e-10
0.00117544,0.0216989,0,-8.82025e-10
0.00134336,0.022451,0,-9.78042e-10
0.00151128,0.0228665,0,-1.03636e-09
0.0016792,0.0230946,0,-1.0696e-09
0.00184712,0.023237,0,-1.08884e-09
0.00201504,0.0233482,0,-1.10213e-09
0.00218296,0.0234488,0,-1.11434e-09
0.00235088,0.023543,0,-1.12717e-09
0.0025188,0.0236309,0,-1.13965e-09
0.00268672,0.0237128,0,-1.15128e-09
0.00285464,0.0237889,0,-1.16197e-09
0.00302256,0.0238594,0,-1.17195e-09
0.00319048,0.0239246,0,-1.18136e-09
0.0033584,0.0239847,0,-1.19031e-09
0.00352632,0.02404,0,-1.19888e-09
0.00369424,0.0240907,0,-1.20713e-09
0.00386216,0.0241371,0,-1.21511e-09
0.00403008,0.0241795,0,-1.22284e-09
0.00419799,0.024218,0,-1.23035e-09
0.00436591,0.024253,0,-1.23768e-09
0.00453383,0.0242846,0,-1.24482e-09
0.00470175,0.0243132,0,-1.25181e-09
0.00486967,0.0243389,0,-1.25865e-09
0.00503759,0.024362,0,-1.26536e-09
0.00520551,0.0243827,0,-1.27196e-09
0.00537343,0.0244012,0,-1.27845e-09
0.00554135,0.0244176,0,-1.28483e-09
0.00570927,0.0244322,0,-1.29113e-09
0.00587719,0.0244452,0,-1.29735e-09
0.00604511,0.0244566,0,-1.30348e-09
0.00621303,0.0244667,0,-1.30955e-09
0.00638095,0.0244755,0,-1.31555e-09
0.00654887,0.0244833,0,-1.32149e-09
0.00671679,0.02449,0,-1.32738e-09
0.00688471,0.0244959,0,-1.3332e-09
0.00705263,0.0245011,0,-1.33898e-09
0.00722055,0.0245055,0,-1.3447e-09
0.00738847,0.0245093,0,-1.35038e-09
0.00755639,0.0245126,0,-1.35601e-09
0.00772431,0.0245154,0,-1.36159e-09
0.00789223,0.0245178,0,-1.36713e-09
0.00806015,0.0245199,0,-1.37263e-09
