z,p_rgh,alpha.concrete,nu1
0,-167.987,1,0.000822742
0.00136735,-167.991,1,0.000837326
0.00273469,-167.998,1,0.000853656
0.00410204,-168.005,1,0.000872395
0.00546939,-168.011,1,0.000894126
0.00683673,-168.018,1,0.000919596
0.00820408,-168.025,1,0.00094982
0.00957143,-168.031,1,0.000986218
0.0109388,-168.037,1,0.00103085
0.0123061,-168.044,1,0.00108685
0.0136735,-168.049,1,0.00115933
0.0150408,-168.055,1,0.00125762
0.0164082,-168.06,1,0.00140192
0.0177755,-168.065,1,0.00164622
0.0191429,-168.069,1,0.00216851
0.0205102,-168.076,1,0.00370898
0.0218776,-168.122,1,0.0104822
0.0232449,-168.349,1,0.0500226
0.0246122,-168.993,1,0.207335
0.0259796,-169.953,1,0.459838
0.0273469,-170.609,1,0.58333
0.0287143,-170.73,1,0.58333
0.0300816,-170.62,1,0.58333
0.031449,-170.229,1,0.58333
0.0328163,-128.147,0.755102,0.440653
0.0341837,-41.4719,0.244898,0.143392
0.035551,0.000253095,0,0.000690743
0.0369184,0.000254253,0,0.000714934
0.0382857,0.000256322,0,0.000823923
0.0396531,0.000258802,0,0.0011174
0.0410204,0.000261078,0,0.00198496
0.0423878,0.000262711,0,0.00483562
0.0437551,0.000264076,0,0.0152386
0.0451224,0.00026485,0,0.0560524
0.0464898,0.000265409,0,0.207978
0.0478571,0.000265484,0,0.434148
0.0492245,0.000265339,0,0.561458
0.0505918,0.000264814,0,0.58333
0.0519592,0.000264061,0,0.58333
0.0533265,0.000263012,0,0.58333
0.0546939,0.000261742,0,0.58333
0.0560612,0.000260237,0,0.58333
0.0574286,0.000258532,0,0.58333
0.0587959,0.000256637,0,0.58333
0.0601633,0.000254571,0,0.58333
0.0615306,0.00025235,0,0.58333
0.062898,0.000249989,0,0.58333
0.0642653,0.000247502,0,0.58333
0.0656327,0.000244902,0,0.58333
0.067,0.000237933,0,0.58333
