z,p_rgh,alpha.concrete,nu1
0,-320.773,1.00702,0.01371
0.00136735,-319.988,1.00606,0.01371
0.00273469,-318.501,1.00434,0.01371
0.00410204,-316.904,1.00264,0.01371
0.00546939,-315.3,1.00106,0.01371
0.00683673,-313.922,0.999905,0.01371
0.00820408,-312.685,0.998926,0.01371
0.00957143,-311.757,0.998346,0.01371
0.0109388,-311.283,0.998362,0.01371
0.0123061,-311.107,0.998649,0.01371
0.0136735,-311.086,0.998927,0.01371
0.0150408,-311.214,0.999153,0.01371
0.0164082,-311.419,0.999204,0.01371
0.0177755,-311.803,0.999425,0.01371
0.0191429,-312.347,0.999891,0.01371
0.0205102,-312.834,1.0002,0.01371
0.0218776,-294.822,0.944014,0.01371
0.0232449,-202.945,0.655043,0.01371
0.0246122,-64.0326,0.209005,0.01371
0.0259796,-0.271633,0.000946218,0.01371
0.0273469,3.28835e-06,-3.71737e-12,0.01371
0.0287143,3.03529e-06,9.41541e-16,0.01371
0.0300816,2.93094e-06,1.5131e-19,0.01371
0.031449,2.56936e-06,8.39288e-20,0.01371
0.0328163,2.2171e-06,4.0547e-21,0.01371
0.0341837,1.88419e-06,7.26331e-23,0.01371
0.035551,1.56857e-06,1.46523e-75,0.01371
0.0369184,1.27197e-06,1.60393e-73,0.01371
0.0382857,9.9591e-07,2.83563e-72,0.01371
0.0396531,7.41239e-07,1.47186e-71,0.01371
0.0410204,5.08193e-07,3.59826e-71,0.01371
0.0423878,2.96451e-07,5.34363e-71,0.01371
0.0437551,1.05258e-07,5.53152e-71,0.01371
0.0451224,-6.64576e-08,4.42192e-71,0.01371
0.0464898,-2.19984e-07,3.71292e-71,0.01371
0.0478571,-3.56727e-07,1.40341e-70,0.01371
0.0492245,-4.78144e-07,9.80109e-70,0.01371
0.0505918,-5.85681e-07,4.36447e-69,0.01371
0.0519592,-6.8074e-07,1.27893e-68,0.01371
0.0533265,-7.64645e-07,2.69921e-68,0.01371
0.0546939,-8.38626e-07,4.40664e-68,0.01371
0.0560612,-9.03813e-07,5.90625e-68,0.01371
0.0574286,-9.61237e-07,6.86588e-68,0.01371
0.0587959,-1.01182e-06,7.19417e-68,0.01371
0.0601633,-1.05636e-06,6.78596e-68,0.01371
0.0615306,-1.09546e-06,5.98539e-68,0.01371
0.062898,-1.12987e-06,5.1737e-68,0.01371
0.0642653,-1.16147e-06,4.35837e-68,0.01371
0.0656327,-1.19266e-06,3.67205e-68,0.01371
0.067,-1.24141e-06,2.64677e-68,0.01371
