z,U_0,U_1,U_2
0,-8.93664e-19,0,-4.51267e-21
0.00136735,0.00578313,0,-5.78409e-06
0.00273469,0.0112253,0,-1.07636e-05
0.00410204,0.0163297,0,-1.29081e-05
0.00546939,0.021096,0,-1.26476e-05
0.00683673,0.0255225,0,-1.04245e-05
0.00820408,0.0296071,0,-6.41424e-06
0.00957143,0.0333486,0,-1.09263e-06
0.0109388,0.0367449,0,5.07069e-06
0.0123061,0.0397947,0,1.1605e-05
0.0136735,0.0424977,0,1.8025e-05
0.0150408,0.0448539,0,2.38743e-05
0.0164082,0.0468637,0,2.86309e-05
0.0177755,0.0485272,0,3.18602e-05
0.0191429,0.049844,0,3.33092e-05
0.0205102,0.0508143,0,3.2992e-05
0.0218776,0.0514457,0,3.14081e-05
0.0232449,0.0517671,0,2.94982e-05
0.0246122,0.0518547,0,2.83473e-05
0.0259796,0.0509222,0,2.82749e-05
0.0273469,0.0475029,0,1.8203e-05
0.0287143,0.0426918,0,-1.72823e-05
0.0300816,0.0380508,0,-7.19863e-05
0.031449,0.0336571,0,-0.000141023
0.0328163,0.0295638,0,-0.000225219
0.0341837,0.0258026,0,-0.000319909
0.035551,0.0223873,0,-0.000421617
0.0369184,0.0193181,0,-0.000527157
0.0382857,0.0165846,0,-0.000633768
0.0396531,0.0141689,0,-0.000739174
0.0410204,0.0120484,0,-0.00084158
0.0423878,0.0101978,0,-0.000939646
0.0437551,0.00859078,0,-0.00103243
0.0451224,0.00720133,0,-0.00111935
0.0464898,0.00600447,0,-0.00120007
0.0478571,0.00497686,0,-0.00127451
0.0492245,0.00409704,0,-0.00134273
0.0505918,0.00334563,0,-0.00140495
0.0519592,0.00270529,0,-0.00146144
0.0533265,0.00216067,0,-0.00151255
0.0546939,0.00169829,0,-0.00155864
0.0560612,0.00130638,0,-0.0016001
0.0574286,0.000974733,0,-0.00163733
0.0587959,0.000694511,0,-0.00167069
0.0601633,0.000458115,0,-0.00170056
0.0615306,0.000259022,0,-0.00172725
0.062898,9.16454e-05,0,-0.00175109
0.0642653,-4.87717e-05,0,-0.00177239
0.0656327,-0.000166037,0,-0.00179163
0.067,-0.000370815,0,-0.00183008
