z,U_0,U_1,U_2
0,-2.20147e-17,0,-1.63911e-22
0.00136735,0.152422,0,-7.38972e-08
0.00273469,0.296191,0,-2.51123e-07
0.00410204,0.430909,0,-5.31624e-07
0.00546939,0.556191,0,-9.06632e-07
0.00683673,0.671713,0,-1.37258e-06
0.00820408,0.777233,0,-1.92206e-06
0.00957143,0.872601,0,-2.54037e-06
0.0109388,0.957756,0,-3.20499e-06
0.0123061,1.03273,0,-3.88711e-06
0.0136735,1.09762,0,-4.55445e-06
0.0150408,1.1526,0,-5.17464e-06
0.0164082,1.19787,0,-5.71894e-06
0.0177755,1.23366,0,-6.16596e-06
0.0191429,1.26042,0,-6.50518e-06
0.0205102,1.27907,0,-6.74006e-06
0.0218776,1.29144,0,-6.88992e-06
0.0232449,1.29995,0,-6.98462e-06
0.0246122,1.30655,0,-7.04675e-06
0.0259796,1.31207,0,-7.08592e-06
0.0273469,1.31667,0,-7.10584e-06
0.0287143,1.32034,0,-7.10938e-06
0.0300816,1.32309,0,-7.10137e-06
0.031449,1.32492,0,-7.0932e-06
0.0328163,1.32583,0,-7.08968e-06
0.0341837,1.16102,0,-7.03609e-06
0.035551,0.722154,0,-9.34624e-06
0.0369184,0.310347,0,-1.37626e-05
0.0382857,0.106342,0,-1.62708e-05
0.0396531,0.0297158,0,-1.6287e-05
0.0410204,0.00694512,0,-1.51696e-05
0.0423878,0.00140355,0,-1.4072e-05
0.0437551,0.000267815,0,-1.28169e-05
0.0451224,6.65729e-05,0,-1.17827e-05
0.0464898,3.42296e-05,0,-1.069e-05
0.0478571,2.84805e-05,0,-9.7805e-06
0.0492245,2.64808e-05,0,-8.83955e-06
0.0505918,2.50343e-05,0,-8.027e-06
0.0519592,2.37096e-05,0,-7.22911e-06
0.0533265,2.24724e-05,0,-6.49468e-06
0.0546939,2.13046e-05,0,-5.80624e-06
0.0560612,2.02065e-05,0,-5.16059e-06
0.0574286,1.91718e-05,0,-4.55511e-06
0.0587959,1.81974e-05,0,-3.98644e-06
0.0601633,1.72791e-05,0,-3.45177e-06
0.0615306,1.64115e-05,0,-2.94867e-06
0.062898,1.55851e-05,0,-2.4741e-06
0.0642653,1.47842e-05,0,-2.03003e-06
0.0656327,1.39966e-05,0,-1.60303e-06
0.067,1.20867e-05,0,-6.42775e-07
