z,p_rgh,alpha.concrete,nu1
0,-168.092,1,0.000818172
0.000676768,-168.093,1,0.000824816
0.00135354,-168.094,1,0.000831826
0.0020303,-168.096,1,0.000839301
0.00270707,-168.097,1,0.000847295
0.00338384,-168.098,1,0.00085586
0.00406061,-168.099,1,0.000865056
0.00473737,-168.101,1,0.000874954
0.00541414,-168.102,1,0.000885632
0.00609091,-168.103,1,0.00089718
0.00676768,-168.105,1,0.000909704
0.00744444,-168.106,1,0.000923325
0.00812121,-168.107,1,0.000938188
0.00879798,-168.108,1,0.000954461
0.00947475,-168.11,1,0.000972347
0.0101515,-168.111,1,0.000992087
0.0108283,-168.112,1,0.00101397
0.0115051,-168.113,1,0.00103837
0.0121818,-168.114,1,0.00106571
0.0128586,-168.115,1,0.00109655
0.0135354,-168.116,1,0.00113161
0.0142121,-168.117,1,0.00117179
0.0148889,-168.118,1,0.0012183
0.0155657,-168.118,1,0.00127276
0.0162424,-168.119,1,0.00133742
0.0169192,-168.119,1,0.00141548
0.017596,-168.119,1,0.00151174
0.0182727,-168.12,1,0.00163381
0.0189495,-168.119,1,0.00179457
0.0196263,-168.119,1,0.00201776
0.020303,-168.118,1,0.00235023
0.0209798,-168.117,1,0.00288927
0.0216566,-168.113,1,0.0038383
0.0223333,-168.107,1,0.00558954
0.0230101,-168.096,1,0.00868219
0.0236869,-168.082,1,0.0130295
0.0243636,-168.071,1,0.0167597
0.0250404,-168.067,1,0.018083
0.0257172,-168.067,1,0.018083
0.0263939,-168.068,1,0.018083
0.0270707,-168.069,1,0.018083
0.0277475,-168.07,1,0.018083
0.0284242,-168.07,1,0.018083
0.029101,-168.071,1,0.018083
0.0297778,-168.071,1,0.018083
0.0304545,-168.072,1,0.018083
0.0311313,-168.071,1,0.018083
0.0318081,-168.071,1,0.018083
0.0324848,-168.08,1,0.018083
0.0331616,-126.495,0.752525,0.0137859
0.0338384,-41.6015,0.247475,0.00499963
0.0345152,-0.000136583,0,0.000670895
0.0351919,-0.000135968,0,0.000661431
0.0358687,-0.000135173,0,0.000674741
0.0365455,-0.000133512,0,0.000697277
0.0372222,-0.000131004,0,0.000734444
0.037899,-0.000127543,0,0.000796201
0.0385758,-0.000123455,0,0.000901212
0.0392525,-0.000118951,0,0.00108549
0.0399293,-0.000114254,0,0.00142091
0.0406061,-0.000109512,0,0.00205598
0.0412828,-0.000104816,0,0.00330895
0.0419596,-0.000100218,0,0.00588819
0.0426364,-9.57451e-05,0,0.0112617
0.0433131,-9.14082e-05,0,0.0165172
0.0439899,-8.72107e-05,0,0.018083
0.0446667,-8.31517e-05,0,0.018083
0.0453434,-7.92279e-05,0,0.018083
0.0460202,-7.54355e-05,0,0.018083
0.046697,-7.17704e-05,0,0.018083
0.0473737,-6.82285e-05,0,0.018083
0.0480505,-6.48057e-05,0,0.018083
0.0487273,-6.14979e-05,0,0.018083
0.049404,-5.83011e-05,0,0.018083
0.0500808,-5.52113e-05,0,0.018083
0.0507576,-5.22249e-05,0,0.018083
0.0514343,-4.93381e-05,0,0.018083
0.0521111,-4.65478e-05,0,0.018083
0.0527879,-4.38506e-05,0,0.018083
0.0534646,-4.12434e-05,0,0.018083
0.0541414,-3.87233e-05,0,0.018083
0.0548182,-3.62872e-05,0,0.018083
0.0554949,-3.39324e-05,0,0.018083
0.0561717,-3.16562e-05,0,0.018083
0.0568485,-2.9456e-05,0,0.018083
0.0575253,-2.73292e-05,0,0.018083
0.058202,-2.52733e-05,0,0.018083
0.0588788,-2.32861e-05,0,0.018083
0.0595556,-2.13654e-05,0,0.018083
0.0602323,-1.95092e-05,0,0.018083
0.0609091,-1.77154e-05,0,0.018083
0.0615859,-1.59805e-05,0,0.018083
0.0622626,-1.43015e-05,0,0.018083
0.0629394,-1.26772e-05,0,0.018083
0.0636162,-1.11065e-05,0,0.018083
0.0642929,-9.58774e-06,0,0.018083
0.0649697,-8.1197e-06,0,0.018083
0.0656465,-6.70072e-06,0,0.018083
0.0663232,-5.32903e-06,0,0.018083
0.067,3.91405e-07,0,0.018083
