# Force coefficients
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir     : (-1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 2.797000e-01
# lRef        : 3.350000e-01
# Aref        : 1.120000e-02
# CofR        : (3.350000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
0             	-3.631586e+00	-5.403457e+01	-1.089421e+01	-9.078693e+00	-1.815521e+00
1             	-6.859935e+00	-5.270950e+01	-8.131937e+00	-1.092590e+01	2.793967e+00
2             	-5.878769e+00	-5.142916e+01	-8.128662e+00	-9.943100e+00	1.814438e+00
3             	-5.232786e+00	-5.019389e+01	-8.125506e+00	-9.295539e+00	1.170033e+00
4             	-4.815271e+00	-4.900339e+01	-8.123553e+00	-8.877047e+00	7.534943e-01
5             	-4.542940e+00	-4.785621e+01	-8.122037e+00	-8.603958e+00	4.819208e-01
6             	-4.357440e+00	-4.675074e+01	-8.120892e+00	-8.417886e+00	2.969944e-01
7             	-4.218623e+00	-4.568535e+01	-8.119922e+00	-8.278584e+00	1.586615e-01
8             	-4.114653e+00	-4.465847e+01	-8.118626e+00	-8.173966e+00	5.534046e-02
9             	-4.036494e+00	-4.366856e+01	-8.117202e+00	-8.095095e+00	-2.210688e-02
10            	-3.977304e+00	-4.271415e+01	-8.115763e+00	-8.035185e+00	-8.057815e-02
11            	-3.932050e+00	-4.179383e+01	-8.114376e+00	-7.989237e+00	-1.251384e-01
12            	-3.897113e+00	-4.090623e+01	-8.113060e+00	-7.953643e+00	-1.594168e-01
13            	-3.870159e+00	-4.005005e+01	-8.111779e+00	-7.926048e+00	-1.857307e-01
14            	-3.849122e+00	-3.922402e+01	-8.110886e+00	-7.904565e+00	-2.063206e-01
15            	-3.832544e+00	-3.842694e+01	-8.110024e+00	-7.887556e+00	-2.224683e-01
16            	-3.819946e+00	-3.765766e+01	-8.108992e+00	-7.874442e+00	-2.345496e-01
17            	-3.811854e+00	-3.691508e+01	-8.108177e+00	-7.865943e+00	-2.422340e-01
18            	-3.805081e+00	-3.619813e+01	-8.108038e+00	-7.859100e+00	-2.489380e-01
19            	-3.797684e+00	-3.550580e+01	-8.107293e+00	-7.851331e+00	-2.559626e-01
20            	-3.791539e+00	-3.483711e+01	-8.106680e+00	-7.844879e+00	-2.618010e-01
21            	-3.786605e+00	-3.419112e+01	-8.106187e+00	-7.839699e+00	-2.664887e-01
22            	-3.782650e+00	-3.356693e+01	-8.105716e+00	-7.835508e+00	-2.702077e-01
23            	-3.779555e+00	-3.296370e+01	-8.105307e+00	-7.832209e+00	-2.730981e-01
24            	-3.777250e+00	-3.238060e+01	-8.105037e+00	-7.829769e+00	-2.752683e-01
25            	-3.775652e+00	-3.181684e+01	-8.104949e+00	-7.828127e+00	-2.768223e-01
26            	-3.774637e+00	-3.127167e+01	-8.104969e+00	-7.827122e+00	-2.778471e-01
27            	-3.774125e+00	-3.074437e+01	-8.105015e+00	-7.826633e+00	-2.783820e-01
28            	-3.774055e+00	-3.023423e+01	-8.105064e+00	-7.826587e+00	-2.784764e-01
29            	-3.774396e+00	-2.974061e+01	-8.105097e+00	-7.826945e+00	-2.781527e-01
30            	-3.774970e+00	-2.926286e+01	-8.104990e+00	-7.827465e+00	-2.775251e-01
31            	-3.775889e+00	-2.880037e+01	-8.104963e+00	-7.828371e+00	-2.765922e-01
32            	-3.777079e+00	-2.835257e+01	-8.105011e+00	-7.829585e+00	-2.754267e-01
33            	-3.778539e+00	-2.791888e+01	-8.105109e+00	-7.831093e+00	-2.740160e-01
34            	-3.780177e+00	-2.749877e+01	-8.105306e+00	-7.832830e+00	-2.724757e-01
35            	-3.782106e+00	-2.709173e+01	-8.105384e+00	-7.834798e+00	-2.705859e-01
36            	-3.784762e+00	-2.669727e+01	-8.105430e+00	-7.837477e+00	-2.679526e-01
37            	-3.787907e+00	-2.631492e+01	-8.105574e+00	-7.840694e+00	-2.648799e-01
38            	-3.790968e+00	-2.594421e+01	-8.105874e+00	-7.843905e+00	-2.619696e-01
39            	-3.793685e+00	-2.558471e+01	-8.106125e+00	-7.846747e+00	-2.593777e-01
40            	-3.796159e+00	-2.523601e+01	-8.106325e+00	-7.849321e+00	-2.570037e-01
41            	-3.798480e+00	-2.489771e+01	-8.106504e+00	-7.851732e+00	-2.547726e-01
42            	-3.800683e+00	-2.456941e+01	-8.106665e+00	-7.854015e+00	-2.526498e-01
43            	-3.802847e+00	-2.425076e+01	-8.106849e+00	-7.856271e+00	-2.505775e-01
44            	-3.804989e+00	-2.394139e+01	-8.107069e+00	-7.858523e+00	-2.485458e-01
45            	-3.807109e+00	-2.364097e+01	-8.107301e+00	-7.860760e+00	-2.465409e-01
46            	-3.809205e+00	-2.334917e+01	-8.107529e+00	-7.862969e+00	-2.445596e-01
47            	-3.811295e+00	-2.306568e+01	-8.107757e+00	-7.865173e+00	-2.425838e-01
48            	-3.813410e+00	-2.279020e+01	-8.108017e+00	-7.867418e+00	-2.405987e-01
49            	-3.815511e+00	-2.252244e+01	-8.108290e+00	-7.869656e+00	-2.386340e-01
50            	-3.817584e+00	-2.226212e+01	-8.108532e+00	-7.871850e+00	-2.366825e-01
51            	-3.819686e+00	-2.200899e+01	-8.108830e+00	-7.874101e+00	-2.347294e-01
52            	-3.821771e+00	-2.176277e+01	-8.109087e+00	-7.876314e+00	-2.327727e-01
53            	-3.823825e+00	-2.152324e+01	-8.109352e+00	-7.878501e+00	-2.308508e-01
54            	-3.825865e+00	-2.129015e+01	-8.109613e+00	-7.880671e+00	-2.289416e-01
55            	-3.827890e+00	-2.106328e+01	-8.109837e+00	-7.882808e+00	-2.270286e-01
56            	-3.829914e+00	-2.084242e+01	-8.110073e+00	-7.884950e+00	-2.251228e-01
57            	-3.831919e+00	-2.062734e+01	-8.110333e+00	-7.887086e+00	-2.232474e-01
58            	-3.833915e+00	-2.041786e+01	-8.110619e+00	-7.889225e+00	-2.213943e-01
59            	-3.835923e+00	-2.021378e+01	-8.110918e+00	-7.891382e+00	-2.195359e-01
60            	-3.837895e+00	-2.001492e+01	-8.111182e+00	-7.893486e+00	-2.176961e-01
61            	-3.839837e+00	-1.982109e+01	-8.111443e+00	-7.895558e+00	-2.158850e-01
62            	-3.841802e+00	-1.963213e+01	-8.111724e+00	-7.897664e+00	-2.140604e-01
63            	-3.843730e+00	-1.944788e+01	-8.111935e+00	-7.899697e+00	-2.122381e-01
64            	-3.845700e+00	-1.926817e+01	-8.112109e+00	-7.901754e+00	-2.103545e-01
65            	-3.847820e+00	-1.909285e+01	-8.112277e+00	-7.903958e+00	-2.083190e-01
66            	-3.850116e+00	-1.892178e+01	-8.112496e+00	-7.906364e+00	-2.061323e-01
67            	-3.852458e+00	-1.875483e+01	-8.112700e+00	-7.908808e+00	-2.038917e-01
68            	-3.854670e+00	-1.859184e+01	-8.112925e+00	-7.911132e+00	-2.017930e-01
69            	-3.856739e+00	-1.843270e+01	-8.113135e+00	-7.913307e+00	-1.998280e-01
70            	-3.858735e+00	-1.827727e+01	-8.113360e+00	-7.915415e+00	-1.979455e-01
71            	-3.860641e+00	-1.812545e+01	-8.113619e+00	-7.917450e+00	-1.961688e-01
72            	-3.862432e+00	-1.797710e+01	-8.113808e+00	-7.919336e+00	-1.944721e-01
73            	-3.864153e+00	-1.783212e+01	-8.113976e+00	-7.921141e+00	-1.928351e-01
74            	-3.865819e+00	-1.769041e+01	-8.114136e+00	-7.922886e+00	-1.912492e-01
75            	-3.867429e+00	-1.755186e+01	-8.114281e+00	-7.924569e+00	-1.897114e-01
76            	-3.869018e+00	-1.741636e+01	-8.114440e+00	-7.926238e+00	-1.882019e-01
77            	-3.870587e+00	-1.728383e+01	-8.114626e+00	-7.927901e+00	-1.867255e-01
78            	-3.872114e+00	-1.715417e+01	-8.114816e+00	-7.929522e+00	-1.852940e-01
79            	-3.873605e+00	-1.702730e+01	-8.115013e+00	-7.931112e+00	-1.839012e-01
80            	-3.875063e+00	-1.690312e+01	-8.115202e+00	-7.932664e+00	-1.825381e-01
81            	-3.876497e+00	-1.678155e+01	-8.115392e+00	-7.934193e+00	-1.811990e-01
82            	-3.877932e+00	-1.666252e+01	-8.115612e+00	-7.935738e+00	-1.798735e-01
83            	-3.879320e+00	-1.654595e+01	-8.115810e+00	-7.937225e+00	-1.785847e-01
84            	-3.880683e+00	-1.643177e+01	-8.115997e+00	-7.938682e+00	-1.773155e-01
85            	-3.882026e+00	-1.631989e+01	-8.116173e+00	-7.940112e+00	-1.760607e-01
86            	-3.883349e+00	-1.621027e+01	-8.116332e+00	-7.941514e+00	-1.748172e-01
87            	-3.884653e+00	-1.610282e+01	-8.116488e+00	-7.942897e+00	-1.735911e-01
88            	-3.885940e+00	-1.599748e+01	-8.116668e+00	-7.944275e+00	-1.723935e-01
89            	-3.887211e+00	-1.589420e+01	-8.116848e+00	-7.945635e+00	-1.712136e-01
90            	-3.888467e+00	-1.579292e+01	-8.117006e+00	-7.946970e+00	-1.700365e-01
91            	-3.889685e+00	-1.569357e+01	-8.117144e+00	-7.948257e+00	-1.688875e-01
92            	-3.890901e+00	-1.559610e+01	-8.117318e+00	-7.949560e+00	-1.677577e-01
93            	-3.892100e+00	-1.550046e+01	-8.117487e+00	-7.950843e+00	-1.666439e-01
