z,p_rgh,alpha.concrete,nu1
0,-168.07,1,0.000822564
0.000336683,-168.07,1,0.000825917
0.000673367,-168.071,1,0.000829357
0.00101005,-168.073,1,0.000832905
0.00134673,-168.074,1,0.000836565
0.00168342,-168.075,1,0.000840343
0.0020201,-168.077,1,0.000844246
0.00235678,-168.078,1,0.000848278
0.00269347,-168.079,1,0.000852447
0.00303015,-168.081,1,0.000856758
0.00336683,-168.082,1,0.000861221
0.00370352,-168.083,1,0.000865841
0.0040402,-168.085,1,0.000870627
0.00437688,-168.086,1,0.000875589
0.00471357,-168.088,1,0.000880736
0.00505025,-168.089,1,0.000886076
0.00538693,-168.09,1,0.000891623
0.00572362,-168.092,1,0.000897387
0.0060603,-168.093,1,0.00090338
0.00639698,-168.094,1,0.000909616
0.00673367,-168.096,1,0.000916109
0.00707035,-168.097,1,0.000922876
0.00740704,-168.098,1,0.000929933
0.00774372,-168.1,1,0.000937298
0.0080804,-168.101,1,0.000944992
0.00841709,-168.102,1,0.000953036
0.00875377,-168.104,1,0.000961455
0.00909045,-168.105,1,0.000970272
0.00942714,-168.106,1,0.000979519
0.00976382,-168.107,1,0.000989224
0.0101005,-168.108,1,0.000999425
0.0104372,-168.109,1,0.00101015
0.0107739,-168.111,1,0.00102146
0.0111106,-168.112,1,0.00103338
0.0114472,-168.113,1,0.00104597
0.0117839,-168.114,1,0.00105929
0.0121206,-168.114,1,0.00107339
0.0124573,-168.115,1,0.00108836
0.012794,-168.116,1,0.00110427
0.0131307,-168.117,1,0.00112122
0.0134673,-168.118,1,0.00113929
0.013804,-168.118,1,0.00115862
0.0141407,-168.119,1,0.00117933
0.0144774,-168.119,1,0.00120158
0.0148141,-168.12,1,0.00122555
0.0151508,-168.12,1,0.00125143
0.0154874,-168.12,1,0.00127946
0.0158241,-168.121,1,0.00130994
0.0161608,-168.121,1,0.00134318
0.0164975,-168.12,1,0.00137958
0.0168342,-168.12,1,0.00141962
0.0171709,-168.12,1,0.00146387
0.0175075,-168.119,1,0.00151303
0.0178442,-168.119,1,0.00156797
0.0181809,-168.118,1,0.00162979
0.0185176,-168.116,1,0.00169987
0.0188543,-168.115,1,0.00178001
0.019191,-168.113,1,0.0018726
0.0195276,-168.111,1,0.00198086
0.0198643,-168.108,1,0.00210928
0.020201,-168.105,1,0.0022644
0.0205377,-168.101,1,0.00245605
0.0208744,-168.096,1,0.00269973
0.0212111,-168.089,1,0.00302094
0.0215477,-168.079,1,0.00346274
0.0218844,-168.064,1,0.00409874
0.0222211,-168.042,1,0.00505189
0.0225578,-168.008,1,0.00651135
0.0228945,-167.957,1,0.00870692
0.0232312,-167.889,1,0.0117278
0.0235678,-167.819,1,0.0150417
0.0239045,-167.768,1,0.0173638
0.0242412,-167.748,1,0.01808
0.0245779,-167.746,1,0.01808
0.0249146,-167.748,1,0.01808
0.0252513,-167.748,1,0.01808
0.0255879,-167.748,1,0.01808
0.0259246,-167.747,1,0.01808
0.0262613,-167.747,1,0.01808
0.026598,-167.747,1,0.01808
0.0269347,-167.746,1,0.01808
0.0272714,-167.746,1,0.01808
0.027608,-167.746,1,0.01808
0.0279447,-167.745,1,0.01808
0.0282814,-167.745,1,0.01808
0.0286181,-167.745,1,0.01808
0.0289548,-167.745,1,0.01808
0.0292915,-167.744,1,0.01808
0.0296281,-167.744,1,0.01808
0.0299648,-167.744,1,0.01808
0.0303015,-167.744,1,0.01808
0.0306382,-167.743,1,0.01808
0.0309749,-167.743,1,0.01808
0.0313116,-167.743,1,0.01808
0.0316482,-167.743,1,0.01808
0.0319849,-167.742,1,0.01808
0.0323216,-167.735,1,0.01808
0.0326583,-167.732,1,0.01808
0.032995,-167.784,1,0.01808
0.0333317,-126.11,0.751256,0.013764
0.0336683,-41.7707,0.248744,0.00502668
0.034005,-0.000334034,0,0.000674737
0.0343417,-0.000333492,0,0.00065831
0.0346784,-0.00033307,0,0.00066087
0.0350151,-0.000332765,0,0.000664605
0.0353518,-0.000332322,0,0.000669683
0.0356884,-0.000331622,0,0.000676341
0.0360251,-0.000330525,0,0.000684909
0.0363618,-0.000328922,0,0.000695834
0.0366985,-0.000326736,0,0.000709721
0.0370352,-0.00032393,0,0.000727378
0.0373719,-0.000320503,0,0.000749892
0.0377085,-0.000316489,0,0.000778724
0.0380452,-0.000311946,0,0.000815854
0.0383819,-0.000306944,0,0.000863985
0.0387186,-0.000301564,0,0.000926834
0.0390553,-0.000295883,0,0.00100956
0.039392,-0.000289974,0,0.00111939
0.0397286,-0.000283902,0,0.00126654
0.0400653,-0.000277723,0,0.00146558
0.040402,-0.000271481,0,0.00173751
0.0407387,-0.000265213,0,0.00211288
0.0410754,-0.000258949,0,0.00263663
0.0414121,-0.00025271,0,0.00337559
0.0417487,-0.000246515,0,0.00443028
0.0420854,-0.000240373,0,0.00595396
0.0424221,-0.000234296,0,0.00818358
0.0427588,-0.000228287,0,0.0114918
0.0430955,-0.000222352,0,0.0152489
0.0434322,-0.000216494,0,0.0175533
0.0437688,-0.000210713,0,0.01808
0.0441055,-0.00020501,0,0.01808
0.0444422,-0.000199385,0,0.01808
0.0447789,-0.000193839,0,0.01808
0.0451156,-0.000188371,0,0.01808
0.0454523,-0.000182979,0,0.01808
0.0457889,-0.000177663,0,0.01808
0.0461256,-0.000172423,0,0.01808
0.0464623,-0.000167257,0,0.01808
0.046799,-0.000162165,0,0.01808
0.0471357,-0.000157145,0,0.01808
0.0474724,-0.000152196,0,0.01808
0.047809,-0.000147318,0,0.01808
0.0481457,-0.000142509,0,0.01808
0.0484824,-0.00013777,0,0.01808
0.0488191,-0.000133098,0,0.01808
0.0491558,-0.000128494,0,0.01808
0.0494925,-0.000123956,0,0.01808
0.0498291,-0.000119483,0,0.01808
0.0501658,-0.000115075,0,0.01808
0.0505025,-0.00011073,0,0.01808
0.0508392,-0.000106448,0,0.01808
0.0511759,-0.000102229,0,0.01808
0.0515126,-9.80706e-05,0,0.01808
0.0518492,-9.39729e-05,0,0.01808
0.0521859,-8.99348e-05,0,0.01808
0.0525226,-8.59558e-05,0,0.01808
0.0528593,-8.20352e-05,0,0.01808
0.053196,-7.81721e-05,0,0.01808
0.0535327,-7.43658e-05,0,0.01808
0.0538693,-7.06157e-05,0,0.01808
0.054206,-6.6921e-05,0,0.01808
0.0545427,-6.3281e-05,0,0.01808
0.0548794,-5.96951e-05,0,0.01808
0.0552161,-5.61627e-05,0,0.01808
0.0555528,-5.26831e-05,0,0.01808
0.0558894,-4.92556e-05,0,0.01808
0.0562261,-4.58796e-05,0,0.01808
0.0565628,-4.25546e-05,0,0.01808
0.0568995,-3.92798e-05,0,0.01808
0.0572362,-3.60548e-05,0,0.01808
0.0575729,-3.28789e-05,0,0.01808
0.0579095,-2.97517e-05,0,0.01808
0.0582462,-2.66725e-05,0,0.01808
0.0585829,-2.36409e-05,0,0.01808
0.0589196,-2.06562e-05,0,0.01808
0.0592563,-1.77181e-05,0,0.01808
0.059593,-1.48259e-05,0,0.01808
0.0599296,-1.19793e-05,0,0.01808
0.0602663,-9.17774e-06,0,0.01808
0.060603,-6.42076e-06,0,0.01808
0.0609397,-3.70793e-06,0,0.01808
0.0612764,-1.0388e-06,0,0.01808
0.0616131,1.58704e-06,0,0.01808
0.0619497,4.17001e-06,0,0.01808
0.0622864,6.71052e-06,0,0.01808
0.0626231,9.20897e-06,0,0.01808
0.0629598,1.16657e-05,0,0.01808
0.0632965,1.40812e-05,0,0.01808
0.0636332,1.64558e-05,0,0.01808
0.0639698,1.87898e-05,0,0.01808
0.0643065,2.10836e-05,0,0.01808
0.0646432,2.33377e-05,0,0.01808
0.0649799,2.55522e-05,0,0.01808
0.0653166,2.77276e-05,0,0.01808
0.0656533,2.98643e-05,0,0.01808
0.0659899,3.19626e-05,0,0.01808
0.0663266,3.40225e-05,0,0.01808
0.0666633,3.6042e-05,0,0.01808
0.067,5.18199e-05,0,0.01808
