z,p_rgh,alpha.concrete,nu1
0.0530627,-3.13002e-06,0,0.053083
0.0532306,-3.12834e-06,0,0.053083
0.0533985,-3.12661e-06,0,0.053083
0.0535664,-3.12484e-06,0,0.053083
0.0537343,-3.12303e-06,0,0.053083
0.0539023,-3.12116e-06,0,0.053083
0.0540702,-3.11926e-06,0,0.053083
0.0542381,-3.1173e-06,0,0.053083
0.054406,-3.11531e-06,0,0.053083
0.0545739,-3.11326e-06,0,0.053083
0.0547419,-3.11117e-06,0,0.053083
0.0549098,-3.10903e-06,0,0.053083
0.0550777,-3.10685e-06,0,0.053083
0.0552456,-3.10461e-06,0,0.053083
0.0554135,-3.10234e-06,0,0.053083
0.0555815,-3.10001e-06,0,0.053083
0.0557494,-3.09763e-06,0,0.053083
0.0559173,-3.09521e-06,0,0.053083
0.0560852,-3.09274e-06,0,0.053083
0.0562531,-3.09023e-06,0,0.053083
0.0564211,-3.08767e-06,0,0.053083
0.056589,-3.08505e-06,0,0.053083
0.0567569,-3.08239e-06,0,0.053083
0.0569248,-3.07969e-06,0,0.053083
0.0570927,-3.07693e-06,0,0.053083
0.0572607,-3.07413e-06,0,0.053083
0.0574286,-3.07128e-06,0,0.053083
0.0575965,-3.06838e-06,0,0.053083
0.0577644,-3.06543e-06,0,0.053083
0.0579323,-3.06244e-06,0,0.053083
0.0581003,-3.0594e-06,0,0.053083
0.0582682,-3.05631e-06,0,0.053083
0.0584361,-3.05317e-06,0,0.053083
0.058604,-3.04999e-06,0,0.053083
0.0587719,-3.04676e-06,0,0.053083
0.0589398,-3.04348e-06,0,0.053083
0.0591078,-3.04015e-06,0,0.053083
0.0592757,-3.03677e-06,0,0.053083
0.0594436,-3.03335e-06,0,0.053083
0.0596115,-3.02988e-06,0,0.053083
0.0597794,-3.02635e-06,0,0.053083
0.0599474,-3.02278e-06,0,0.053083
0.0601153,-3.01915e-06,0,0.053083
0.0602832,-3.01548e-06,0,0.053083
0.0604511,-3.01175e-06,0,0.053083
0.060619,-3.00797e-06,0,0.053083
0.060787,-3.00413e-06,0,0.053083
0.0609549,-3.00024e-06,0,0.053083
0.0611228,-2.99628e-06,0,0.053083
0.0612907,-2.99227e-06,0,0.053083
0.0614586,-2.98819e-06,0,0.053083
0.0616266,-2.98404e-06,0,0.053083
0.0617945,-2.97983e-06,0,0.053083
0.0619624,-2.97554e-06,0,0.053083
0.0621303,-2.97118e-06,0,0.053083
0.0622982,-2.96674e-06,0,0.053083
0.0624662,-2.96221e-06,0,0.053083
0.0626341,-2.9576e-06,0,0.053083
0.062802,-2.95288e-06,0,0.053083
0.0629699,-2.94807e-06,0,0.053083
0.0631378,-2.94316e-06,0,0.053083
0.0633058,-2.93812e-06,0,0.053083
0.0634737,-2.93297e-06,0,0.053083
0.0636416,-2.92769e-06,0,0.053083
0.0638095,-2.92227e-06,0,0.053083
0.0639774,-2.9167e-06,0,0.053083
0.0641454,-2.91098e-06,0,0.053083
0.0643133,-2.90509e-06,0,0.053083
0.0644812,-2.89901e-06,0,0.053083
0.0646491,-2.89275e-06,0,0.053083
0.064817,-2.88628e-06,0,0.053083
0.064985,-2.87958e-06,0,0.053083
0.0651529,-2.87266e-06,0,0.053083
0.0653208,-2.86547e-06,0,0.053083
0.0654887,-2.85802e-06,0,0.053083
0.0656566,-2.85028e-06,0,0.053083
0.0658246,-2.84223e-06,0,0.053083
0.0659925,-2.83385e-06,0,0.053083
0.0661604,-2.82514e-06,0,0.053083
0.0663283,-2.81606e-06,0,0.053083
0.0664962,-2.80661e-06,0,0.053083
0.0666642,-2.79675e-06,0,0.053083
0.0668321,-2.78645e-06,0,0.053083
0.067,-2.62457e-06,0,0.053083
