z,p_rgh,alpha.concrete,nu1
0.0269347,-168.187,1,0.58333
0.0272714,-168.185,1,0.58333
0.027608,-168.182,1,0.58333
0.0279447,-168.18,1,0.58333
0.0282814,-168.177,1,0.58333
0.0286181,-168.174,1,0.58333
0.0289548,-168.172,1,0.58333
0.0292915,-168.169,1,0.58333
0.0296281,-168.167,1,0.58333
0.0299648,-168.164,1,0.58333
0.0303015,-168.162,1,0.58333
0.0306382,-168.159,1,0.58333
0.0309749,-168.156,1,0.58333
0.0313116,-168.153,1,0.58333
0.0316482,-168.151,1,0.58333
0.0319849,-168.148,1,0.58333
0.0323216,-168.145,1,0.58333
0.0326583,-168.142,1,0.58333
0.032995,-168.139,1,0.58333
0.0333317,-126.314,0.751256,0.439009
0.0336683,-41.8227,0.248744,0.147347
0.034005,-3.5488e-05,0,0.0052357
0.0343417,-3.54637e-05,0,0.0357277
0.0346784,-3.54456e-05,0,0.210381
0.0350151,-3.54281e-05,0,0.471048
0.0353518,-3.54112e-05,0,0.58333
0.0356884,-3.53951e-05,0,0.58333
0.0360251,-3.53795e-05,0,0.58333
0.0363618,-3.53646e-05,0,0.58333
0.0366985,-3.53502e-05,0,0.58333
0.0370352,-3.53364e-05,0,0.58333
0.0373719,-3.53231e-05,0,0.58333
0.0377085,-3.53102e-05,0,0.58333
0.0380452,-3.52978e-05,0,0.58333
0.0383819,-3.52858e-05,0,0.58333
0.0387186,-3.52741e-05,0,0.58333
0.0390553,-3.52629e-05,0,0.58333
0.039392,-3.52518e-05,0,0.58333
0.0397286,-3.52411e-05,0,0.58333
0.0400653,-3.52306e-05,0,0.58333
0.040402,-3.52203e-05,0,0.58333
0.0407387,-3.52103e-05,0,0.58333
0.0410754,-3.52003e-05,0,0.58333
0.0414121,-3.51906e-05,0,0.58333
0.0417487,-3.51809e-05,0,0.58333
0.0420854,-3.51714e-05,0,0.58333
0.0424221,-3.5162e-05,0,0.58333
0.0427588,-3.51527e-05,0,0.58333
0.0430955,-3.51434e-05,0,0.58333
0.0434322,-3.51342e-05,0,0.58333
0.0437688,-3.51251e-05,0,0.58333
0.0441055,-3.51159e-05,0,0.58333
0.0444422,-3.51068e-05,0,0.58333
0.0447789,-3.50978e-05,0,0.58333
0.0451156,-3.50887e-05,0,0.58333
0.0454523,-3.50796e-05,0,0.58333
0.0457889,-3.50706e-05,0,0.58333
0.0461256,-3.50616e-05,0,0.58333
0.0464623,-3.50525e-05,0,0.58333
0.046799,-3.50434e-05,0,0.58333
0.0471357,-3.50344e-05,0,0.58333
0.0474724,-3.50253e-05,0,0.58333
0.047809,-3.50161e-05,0,0.58333
0.0481457,-3.5007e-05,0,0.58333
0.0484824,-3.49979e-05,0,0.58333
0.0488191,-3.49887e-05,0,0.58333
0.0491558,-3.49795e-05,0,0.58333
0.0494925,-3.49703e-05,0,0.58333
0.0498291,-3.4961e-05,0,0.58333
0.0501658,-3.49517e-05,0,0.58333
0.0505025,-3.49424e-05,0,0.58333
0.0508392,-3.4933e-05,0,0.58333
0.0511759,-3.49236e-05,0,0.58333
0.0515126,-3.49141e-05,0,0.58333
0.0518492,-3.49046e-05,0,0.58333
0.0521859,-3.4895e-05,0,0.58333
0.0525226,-3.48853e-05,0,0.58333
0.0528593,-3.48755e-05,0,0.58333
0.053196,-3.48656e-05,0,0.58333
0.0535327,-3.48556e-05,0,0.58333
0.0538693,-3.48454e-05,0,0.58333
0.054206,-3.4835e-05,0,0.58333
0.0545427,-3.48245e-05,0,0.58333
0.0548794,-3.48137e-05,0,0.58333
0.0552161,-3.48026e-05,0,0.58333
0.0555528,-3.47912e-05,0,0.58333
0.0558894,-3.47794e-05,0,0.58333
0.0562261,-3.47672e-05,0,0.58333
0.0565628,-3.47545e-05,0,0.58333
0.0568995,-3.47413e-05,0,0.58333
0.0572362,-3.47274e-05,0,0.58333
0.0575729,-3.47128e-05,0,0.58333
0.0579095,-3.46974e-05,0,0.58333
0.0582462,-3.46811e-05,0,0.58333
0.0585829,-3.46638e-05,0,0.58333
0.0589196,-3.46453e-05,0,0.58333
0.0592563,-3.46256e-05,0,0.58333
0.059593,-3.46045e-05,0,0.58333
0.0599296,-3.45818e-05,0,0.58333
0.0602663,-3.45574e-05,0,0.58333
0.060603,-3.4531e-05,0,0.58333
0.0609397,-3.45026e-05,0,0.58333
0.0612764,-3.4472e-05,0,0.58333
0.0616131,-3.44388e-05,0,0.58333
0.0619497,-3.4403e-05,0,0.58333
0.0622864,-3.43642e-05,0,0.58333
0.0626231,-3.43224e-05,0,0.58333
0.0629598,-3.42771e-05,0,0.58333
0.0632965,-3.42283e-05,0,0.58333
0.0636332,-3.41757e-05,0,0.58333
0.0639698,-3.41191e-05,0,0.58333
0.0643065,-3.40582e-05,0,0.58333
0.0646432,-3.39929e-05,0,0.58333
0.0649799,-3.39231e-05,0,0.58333
0.0653166,-3.38487e-05,0,0.58333
0.0656533,-3.37696e-05,0,0.58333
0.0659899,-3.3686e-05,0,0.58333
0.0663266,-3.3598e-05,0,0.58333
0.0666633,-3.35058e-05,0,0.58333
0.067,-3.27477e-05,0,0.58333
