# Force coefficients
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir     : (-1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 2.797000e-01
# lRef        : 3.350000e-01
# Aref        : 1.120000e-02
# CofR        : (3.350000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
0             	-3.631586e+00	-3.050134e+00	-1.089421e+01	-9.078693e+00	-1.815521e+00
1             	-4.150135e+00	-2.982854e+00	-8.133337e+00	-8.216804e+00	8.346696e-02
2             	-4.108689e+00	-2.935991e+00	-8.133330e+00	-8.175354e+00	4.202427e-02
3             	-4.090624e+00	-2.897451e+00	-8.133329e+00	-8.157289e+00	2.396009e-02
4             	-4.082940e+00	-2.864958e+00	-8.133338e+00	-8.149608e+00	1.627065e-02
5             	-4.078876e+00	-2.836980e+00	-8.133312e+00	-8.145532e+00	1.221997e-02
6             	-4.076443e+00	-2.805949e+00	-8.133309e+00	-8.143097e+00	9.788362e-03
7             	-4.072268e+00	-2.780513e+00	-8.133311e+00	-8.138924e+00	5.612677e-03
8             	-4.068662e+00	-2.756091e+00	-8.133312e+00	-8.135318e+00	2.006243e-03
9             	-4.065742e+00	-2.732686e+00	-8.133312e+00	-8.132398e+00	-9.144591e-04
10            	-4.063373e+00	-2.710302e+00	-8.133312e+00	-8.130029e+00	-3.283151e-03
11            	-4.061448e+00	-2.688926e+00	-8.133312e+00	-8.128104e+00	-5.207746e-03
12            	-4.059879e+00	-2.668535e+00	-8.133312e+00	-8.126535e+00	-6.777216e-03
13            	-4.058596e+00	-2.649099e+00	-8.133312e+00	-8.125252e+00	-8.059816e-03
14            	-4.057543e+00	-2.630584e+00	-8.133311e+00	-8.124199e+00	-9.112768e-03
15            	-4.056672e+00	-2.612952e+00	-8.133311e+00	-8.123328e+00	-9.983469e-03
16            	-4.055945e+00	-2.596166e+00	-8.133311e+00	-8.122600e+00	-1.071051e-02
17            	-4.055345e+00	-2.580188e+00	-8.133311e+00	-8.122000e+00	-1.131094e-02
18            	-4.054832e+00	-2.564979e+00	-8.133311e+00	-8.121487e+00	-1.182367e-02
19            	-4.054392e+00	-2.550502e+00	-8.133311e+00	-8.121047e+00	-1.226342e-02
20            	-4.054011e+00	-2.536721e+00	-8.133311e+00	-8.120666e+00	-1.264444e-02
21            	-4.053678e+00	-2.523599e+00	-8.133311e+00	-8.120334e+00	-1.297698e-02
22            	-4.053383e+00	-2.511102e+00	-8.133311e+00	-8.120039e+00	-1.327220e-02
23            	-4.053117e+00	-2.499197e+00	-8.133311e+00	-8.119773e+00	-1.353849e-02
24            	-4.052978e+00	-2.487853e+00	-8.133323e+00	-8.119640e+00	-1.368302e-02
25            	-4.052726e+00	-2.477038e+00	-8.133319e+00	-8.119385e+00	-1.393401e-02
26            	-4.052502e+00	-2.466724e+00	-8.133317e+00	-8.119160e+00	-1.415670e-02
27            	-4.052297e+00	-2.456882e+00	-8.133316e+00	-8.118955e+00	-1.436128e-02
28            	-4.052105e+00	-2.447487e+00	-8.133315e+00	-8.118762e+00	-1.455282e-02
29            	-4.051923e+00	-2.438513e+00	-8.133314e+00	-8.118580e+00	-1.473467e-02
30            	-4.057267e+00	-2.429948e+00	-8.133442e+00	-8.123988e+00	-9.454161e-03
31            	-4.044740e+00	-2.421722e+00	-8.133237e+00	-8.111358e+00	-2.187885e-02
32            	-4.047595e+00	-2.413874e+00	-8.133261e+00	-8.114226e+00	-1.903511e-02
33            	-4.047544e+00	-2.406359e+00	-8.133254e+00	-8.114171e+00	-1.908298e-02
34            	-4.047463e+00	-2.399159e+00	-8.133250e+00	-8.114088e+00	-1.916256e-02
35            	-4.047367e+00	-2.392255e+00	-8.133248e+00	-8.113991e+00	-1.925715e-02
36            	-4.047275e+00	-2.385631e+00	-8.133247e+00	-8.113898e+00	-1.934879e-02
37            	-4.047265e+00	-2.379266e+00	-8.133246e+00	-8.113889e+00	-1.935779e-02
38            	-4.047335e+00	-2.373079e+00	-8.133246e+00	-8.113958e+00	-1.928837e-02
39            	-4.047174e+00	-2.367108e+00	-8.133246e+00	-8.113797e+00	-1.944948e-02
40            	-4.046957e+00	-2.361341e+00	-8.133246e+00	-8.113580e+00	-1.966636e-02
41            	-4.052983e+00	-2.355747e+00	-8.133426e+00	-8.119696e+00	-1.372983e-02
42            	-4.049587e+00	-2.350299e+00	-8.133361e+00	-8.116268e+00	-1.709297e-02
43            	-4.049433e+00	-2.344998e+00	-8.133357e+00	-8.116112e+00	-1.724572e-02
44            	-4.049250e+00	-2.339835e+00	-8.133355e+00	-8.115927e+00	-1.742777e-02
45            	-4.049062e+00	-2.334805e+00	-8.133353e+00	-8.115739e+00	-1.761416e-02
46            	-4.048878e+00	-2.329901e+00	-8.133351e+00	-8.115554e+00	-1.779769e-02
47            	-4.048701e+00	-2.325120e+00	-8.133350e+00	-8.115376e+00	-1.797429e-02
48            	-4.048532e+00	-2.320457e+00	-8.133349e+00	-8.115207e+00	-1.814223e-02
49            	-4.048374e+00	-2.315908e+00	-8.133348e+00	-8.115048e+00	-1.830037e-02
50            	-4.048226e+00	-2.311469e+00	-8.133348e+00	-8.114899e+00	-1.844825e-02
51            	-4.048088e+00	-2.307137e+00	-8.133347e+00	-8.114761e+00	-1.858577e-02
52            	-4.047960e+00	-2.302909e+00	-8.133346e+00	-8.114633e+00	-1.871305e-02
53            	-4.047843e+00	-2.298782e+00	-8.133346e+00	-8.114515e+00	-1.883035e-02
54            	-4.047735e+00	-2.294752e+00	-8.133345e+00	-8.114407e+00	-1.893799e-02
55            	-4.047636e+00	-2.290816e+00	-8.133345e+00	-8.114309e+00	-1.903631e-02
56            	-4.047546e+00	-2.286972e+00	-8.133344e+00	-8.114219e+00	-1.912571e-02
57            	-4.047465e+00	-2.283217e+00	-8.133344e+00	-8.114137e+00	-1.920660e-02
58            	-4.047393e+00	-2.279549e+00	-8.133344e+00	-8.114065e+00	-1.927922e-02
59            	-4.047329e+00	-2.275964e+00	-8.133343e+00	-8.114001e+00	-1.934230e-02
60            	-4.047271e+00	-2.272460e+00	-8.133343e+00	-8.113943e+00	-1.940003e-02
61            	-4.047220e+00	-2.269036e+00	-8.133343e+00	-8.113891e+00	-1.945128e-02
62            	-4.047176e+00	-2.265688e+00	-8.133342e+00	-8.113847e+00	-1.949551e-02
63            	-4.047137e+00	-2.262415e+00	-8.133342e+00	-8.113808e+00	-1.953425e-02
64            	-4.047102e+00	-2.259213e+00	-8.133342e+00	-8.113773e+00	-1.956849e-02
65            	-4.047074e+00	-2.256082e+00	-8.133341e+00	-8.113745e+00	-1.959672e-02
66            	-4.047051e+00	-2.253018e+00	-8.133341e+00	-8.113722e+00	-1.961932e-02
67            	-4.047034e+00	-2.250020e+00	-8.133341e+00	-8.113704e+00	-1.963664e-02
68            	-4.047021e+00	-2.247086e+00	-8.133341e+00	-8.113692e+00	-1.964904e-02
69            	-4.047013e+00	-2.244215e+00	-8.133340e+00	-8.113684e+00	-1.965683e-02
70            	-4.047010e+00	-2.241403e+00	-8.133340e+00	-8.113680e+00	-1.966026e-02
71            	-4.047011e+00	-2.238650e+00	-8.133340e+00	-8.113681e+00	-1.965900e-02
72            	-4.047016e+00	-2.235954e+00	-8.133340e+00	-8.113686e+00	-1.965391e-02
73            	-4.047025e+00	-2.233312e+00	-8.133339e+00	-8.113694e+00	-1.964524e-02
74            	-4.045810e+00	-2.230701e+00	-8.133343e+00	-8.112482e+00	-2.086189e-02
75            	-4.046209e+00	-2.228166e+00	-8.133334e+00	-8.112876e+00	-2.045757e-02
76            	-4.046362e+00	-2.225681e+00	-8.133329e+00	-8.113027e+00	-2.030221e-02
77            	-4.046460e+00	-2.223245e+00	-8.133326e+00	-8.113123e+00	-2.020299e-02
78            	-4.046531e+00	-2.220856e+00	-8.133324e+00	-8.113193e+00	-2.013084e-02
79            	-4.046589e+00	-2.218513e+00	-8.133322e+00	-8.113250e+00	-2.007239e-02
80            	-4.046639e+00	-2.216215e+00	-8.133321e+00	-8.113300e+00	-2.002097e-02
81            	-4.046687e+00	-2.213960e+00	-8.133320e+00	-8.113347e+00	-1.997310e-02
82            	-4.046733e+00	-2.211747e+00	-8.133319e+00	-8.113392e+00	-1.992687e-02
83            	-4.046778e+00	-2.209575e+00	-8.133318e+00	-8.113437e+00	-1.988116e-02
84            	-4.046821e+00	-2.207442e+00	-8.133318e+00	-8.113480e+00	-1.983766e-02
85            	-4.046867e+00	-2.205349e+00	-8.133317e+00	-8.113526e+00	-1.979178e-02
86            	-4.046914e+00	-2.203293e+00	-8.133317e+00	-8.113572e+00	-1.974494e-02
87            	-4.046961e+00	-2.201273e+00	-8.133317e+00	-8.113619e+00	-1.969733e-02
88            	-4.047011e+00	-2.199289e+00	-8.133316e+00	-8.113669e+00	-1.964694e-02
89            	-4.047062e+00	-2.197339e+00	-8.133316e+00	-8.113720e+00	-1.959586e-02
90            	-4.047114e+00	-2.195423e+00	-8.133316e+00	-8.113772e+00	-1.954436e-02
91            	-4.047165e+00	-2.193539e+00	-8.133316e+00	-8.113823e+00	-1.949234e-02
92            	-4.047218e+00	-2.191687e+00	-8.133315e+00	-8.113876e+00	-1.943968e-02
93            	-4.047271e+00	-2.189865e+00	-8.133315e+00	-8.113929e+00	-1.938632e-02
94            	-4.047325e+00	-2.188074e+00	-8.133315e+00	-8.113983e+00	-1.933228e-02
95            	-4.047380e+00	-2.186312e+00	-8.133315e+00	-8.114037e+00	-1.927755e-02
96            	-4.047435e+00	-2.184578e+00	-8.133315e+00	-8.114093e+00	-1.922177e-02
97            	-4.047492e+00	-2.182871e+00	-8.133314e+00	-8.114149e+00	-1.916509e-02
98            	-4.047549e+00	-2.181192e+00	-8.133314e+00	-8.114206e+00	-1.910804e-02
99            	-4.047607e+00	-2.179538e+00	-8.133314e+00	-8.114264e+00	-1.905062e-02
100           	-4.047664e+00	-2.177910e+00	-8.133314e+00	-8.114321e+00	-1.899286e-02
101           	-4.047722e+00	-2.176307e+00	-8.133314e+00	-8.114379e+00	-1.893477e-02
102           	-4.047781e+00	-2.174728e+00	-8.133314e+00	-8.114438e+00	-1.887641e-02
103           	-4.047839e+00	-2.173172e+00	-8.133314e+00	-8.114496e+00	-1.881781e-02
104           	-4.047898e+00	-2.171639e+00	-8.133314e+00	-8.114555e+00	-1.875880e-02
105           	-4.047957e+00	-2.170129e+00	-8.133314e+00	-8.114614e+00	-1.869948e-02
106           	-4.048017e+00	-2.168640e+00	-8.133314e+00	-8.114674e+00	-1.863995e-02
107           	-4.048076e+00	-2.167172e+00	-8.133314e+00	-8.114733e+00	-1.858047e-02
108           	-4.048135e+00	-2.165725e+00	-8.133315e+00	-8.114792e+00	-1.852275e-02
109           	-4.048194e+00	-2.164298e+00	-8.133313e+00	-8.114851e+00	-1.846222e-02
110           	-4.048257e+00	-2.162891e+00	-8.133312e+00	-8.114914e+00	-1.839878e-02
111           	-4.048320e+00	-2.161503e+00	-8.133313e+00	-8.114976e+00	-1.833691e-02
112           	-4.048380e+00	-2.160134e+00	-8.133313e+00	-8.115037e+00	-1.827661e-02
113           	-4.048441e+00	-2.158782e+00	-8.133313e+00	-8.115097e+00	-1.821551e-02
114           	-4.048502e+00	-2.157449e+00	-8.133313e+00	-8.115158e+00	-1.815471e-02
115           	-4.048564e+00	-2.156133e+00	-8.133313e+00	-8.115221e+00	-1.809189e-02
116           	-4.048625e+00	-2.154833e+00	-8.133313e+00	-8.115282e+00	-1.803122e-02
117           	-4.048686e+00	-2.153551e+00	-8.133313e+00	-8.115343e+00	-1.797032e-02
118           	-4.048747e+00	-2.152284e+00	-8.133313e+00	-8.115403e+00	-1.790931e-02
119           	-4.048808e+00	-2.151033e+00	-8.133313e+00	-8.115464e+00	-1.784831e-02
120           	-4.048869e+00	-2.149798e+00	-8.133313e+00	-8.115525e+00	-1.778751e-02
121           	-4.048930e+00	-2.148577e+00	-8.133313e+00	-8.115586e+00	-1.772688e-02
122           	-4.048990e+00	-2.147372e+00	-8.133313e+00	-8.115646e+00	-1.766634e-02
123           	-4.049050e+00	-2.146181e+00	-8.133313e+00	-8.115707e+00	-1.760594e-02
