z,p_rgh,alpha.concrete,nu1
0,-169.072,1,0.000826981
0.00016792,-169.072,1,0.000828692
0.00033584,-169.072,1,0.000830427
0.000503759,-169.072,1,0.00083219
0.000671679,-169.073,1,0.000833981
0.000839599,-169.073,1,0.000835803
0.00100752,-169.073,1,0.000837654
0.00117544,-169.074,1,0.000839535
0.00134336,-169.074,1,0.000841449
0.00151128,-169.074,1,0.000843396
0.0016792,-169.075,1,0.000845375
0.00184712,-169.075,1,0.000847389
0.00201504,-169.075,1,0.000849437
0.00218296,-169.076,1,0.000851521
0.00235088,-169.076,1,0.000853643
0.0025188,-169.076,1,0.000855801
0.00268672,-169.077,1,0.000857999
0.00285464,-169.077,1,0.000860236
0.00302256,-169.077,1,0.000862514
0.00319048,-169.078,1,0.000864833
0.0033584,-169.078,1,0.000867196
0.00352632,-169.079,1,0.000869603
0.00369424,-169.079,1,0.000872055
0.00386216,-169.08,1,0.000874554
0.00403008,-169.08,1,0.0008771
0.00419799,-169.081,1,0.000879696
0.00436591,-169.081,1,0.000882342
0.00453383,-169.082,1,0.00088504
0.00470175,-169.082,1,0.000887791
0.00486967,-169.083,1,0.000890598
0.00503759,-169.084,1,0.00089346
0.00520551,-169.084,1,0.000896381
0.00537343,-169.085,1,0.000899361
0.00554135,-169.085,1,0.000902404
0.00570927,-169.086,1,0.000905509
0.00587719,-169.087,1,0.00090868
0.00604511,-169.088,1,0.000911918
0.00621303,-169.088,1,0.000915225
0.00638095,-169.089,1,0.000918604
0.00654887,-169.09,1,0.000922057
0.00671679,-169.091,1,0.000925585
0.00688471,-169.091,1,0.000929192
0.00705263,-169.092,1,0.000932879
0.00722055,-169.093,1,0.000936651
0.00738847,-169.094,1,0.000940508
0.00755639,-169.095,1,0.000944454
0.00772431,-169.096,1,0.000948493
0.00789223,-169.097,1,0.000952626
0.00806015,-169.098,1,0.000956858
0.00822807,-169.099,1,0.000961192
0.00839599,-169.1,1,0.000965631
0.00856391,-169.101,1,0.000970179
0.00873183,-169.102,1,0.00097484
0.00889975,-169.103,1,0.000979618
0.00906767,-169.104,1,0.000984517
0.00923559,-169.105,1,0.000989542
0.00940351,-169.106,1,0.000994697
0.00957143,-169.108,1,0.000999988
0.00973935,-169.109,1,0.00100542
0.00990727,-169.11,1,0.00101099
0.0100752,-169.111,1,0.00101672
0.0102431,-169.112,1,0.00102261
0.010411,-169.114,1,0.00102866
0.0105789,-169.115,1,0.00103488
0.0107469,-169.117,1,0.00104128
0.0109148,-169.118,1,0.00104787
0.0110827,-169.119,1,0.00105464
0.0112506,-169.121,1,0.00106162
0.0114185,-169.123,1,0.00106881
0.0115865,-169.124,1,0.00107622
0.0117544,-169.126,1,0.00108386
0.0119223,-169.127,1,0.00109174
0.0120902,-169.129,1,0.00109987
0.0122581,-169.13,1,0.00110826
0.0124261,-169.132,1,0.00111693
0.012594,-169.134,1,0.00112589
0.0127619,-169.135,1,0.00113515
0.0129298,-169.137,1,0.00114473
0.0130977,-169.139,1,0.00115465
0.0132657,-169.141,1,0.00116492
0.0134336,-169.142,1,0.00117556
0.0136015,-169.144,1,0.0011866
0.0137694,-169.146,1,0.00119805
0.0139373,-169.148,1,0.00120993
0.0141053,-169.149,1,0.00122228
0.0142732,-169.151,1,0.00123512
0.0144411,-169.153,1,0.00124847
0.014609,-169.155,1,0.00126237
0.0147769,-169.157,1,0.00127686
0.0149449,-169.159,1,0.00129197
0.0151128,-169.161,1,0.00130774
0.0152807,-169.163,1,0.00132422
0.0154486,-169.165,1,0.00134145
0.0156165,-169.167,1,0.00135948
0.0157845,-169.169,1,0.00137838
0.0159524,-169.171,1,0.00139821
0.0161203,-169.173,1,0.00141903
0.0162882,-169.176,1,0.00144092
0.0164561,-169.178,1,0.00146397
0.0166241,-169.18,1,0.00148826
0.016792,-169.182,1,0.00151391
0.0169599,-169.184,1,0.00154103
0.0171278,-169.186,1,0.00156975
0.0172957,-169.189,1,0.00160021
0.0174637,-169.191,1,0.00163258
0.0176316,-169.193,1,0.00166704
0.0177995,-169.195,1,0.0017038
0.0179674,-169.198,1,0.0017431
0.0181353,-169.2,1,0.00178521
0.0183033,-169.202,1,0.00183045
0.0184712,-169.205,1,0.00187917
0.0186391,-169.207,1,0.00193179
0.018807,-169.209,1,0.00198882
0.0189749,-169.212,1,0.00205082
0.0191429,-169.214,1,0.00211848
0.0193108,-169.216,1,0.00219262
0.0194787,-169.219,1,0.00227422
0.0196466,-169.221,1,0.00236449
0.0198145,-169.223,1,0.00246489
0.0199825,-169.226,1,0.00257728
0.0201504,-169.228,1,0.002704
0.0203183,-169.231,1,0.00284808
0.0204862,-169.233,1,0.00301354
0.0206541,-169.236,1,0.00320595
