z,p_rgh,alpha.concrete,nu1
0,-168.139,1,0.00478423
0.00136735,-168.138,1,0.0141794
0.00273469,-168.138,1,0.0474048
0.00410204,-168.139,1,0.147669
0.00546939,-168.139,1,0.343671
0.00683673,-168.138,1,0.524228
0.00820408,-168.138,1,0.58333
0.00957143,-168.138,1,0.58333
0.0109388,-168.138,1,0.58333
0.0123061,-168.138,1,0.58333
0.0136735,-168.138,1,0.58333
0.0150408,-168.137,1,0.58333
0.0164082,-168.137,1,0.58333
0.0177755,-168.137,1,0.58333
0.0191429,-168.137,1,0.58333
0.0205102,-168.137,1,0.58333
0.0218776,-168.136,1,0.58333
0.0232449,-168.136,1,0.58333
0.0246122,-168.136,1,0.58333
0.0259796,-168.136,1,0.58333
0.0273469,-168.136,1,0.58333
0.0287143,-168.135,1,0.58333
0.0300816,-168.135,1,0.58333
0.031449,-168.135,1,0.58333
0.0328163,-126.959,0.755102,0.442639
0.0341837,-41.1758,0.244898,0.149499
0.035551,-2.58088e-05,0,0.142826
0.0369184,-2.57395e-05,0,0.419722
0.0382857,-2.56702e-05,0,0.568496
0.0396531,-2.5597e-05,0,0.58333
0.0410204,-2.55189e-05,0,0.58333
0.0423878,-2.54357e-05,0,0.58333
0.0437551,-2.53474e-05,0,0.58333
0.0451224,-2.5254e-05,0,0.58333
0.0464898,-2.51555e-05,0,0.58333
0.0478571,-2.5052e-05,0,0.58333
0.0492245,-2.49436e-05,0,0.58333
0.0505918,-2.48304e-05,0,0.58333
0.0519592,-2.47125e-05,0,0.58333
0.0533265,-2.459e-05,0,0.58333
0.0546939,-2.44629e-05,0,0.58333
0.0560612,-2.43317e-05,0,0.58333
0.0574286,-2.41967e-05,0,0.58333
0.0587959,-2.40584e-05,0,0.58333
0.0601633,-2.39172e-05,0,0.58333
0.0615306,-2.37735e-05,0,0.58333
0.062898,-2.36278e-05,0,0.58333
0.0642653,-2.3481e-05,0,0.58333
0.0656327,-2.33342e-05,0,0.58333
0.067,-2.29534e-05,0,0.58333
