z,U_0,U_1,U_2
0,0,0,0
0.00016792,0.0175292,0,-5.83583e-08
0.00033584,0.0349355,0,-2.033e-07
0.000503759,0.052219,0,-4.50084e-07
0.000671679,0.0693796,0,-7.97307e-07
0.000839599,0.086417,0,-1.24183e-06
0.00100752,0.103331,0,-1.78223e-06
0.00117544,0.120122,0,-2.41763e-06
0.00134336,0.136789,0,-3.14715e-06
0.00151128,0.153334,0,-3.96981e-06
0.0016792,0.169754,0,-4.88462e-06
0.00184712,0.18605,0,-5.89054e-06
0.00201504,0.202223,0,-6.98657e-06
0.00218296,0.218271,0,-8.17164e-06
0.00235088,0.234196,0,-9.44468e-06
0.0025188,0.249996,0,-1.08046e-05
0.00268672,0.265672,0,-1.22503e-05
0.00285464,0.281223,0,-1.37805e-05
0.00302256,0.29665,0,-1.53942e-05
0.00319048,0.311953,0,-1.70901e-05
0.0033584,0.32713,0,-1.8867e-05
0.00352632,0.342183,0,-2.07235e-05
0.00369424,0.357111,0,-2.26585e-05
0.00386216,0.371913,0,-2.46705e-05
0.00403008,0.386591,0,-2.67581e-05
0.00419799,0.401143,0,-2.89201e-05
0.00436591,0.41557,0,-3.11549e-05
0.00453383,0.429872,0,-3.3461e-05
0.00470175,0.444049,0,-3.58369e-05
0.00486967,0.458099,0,-3.82811e-05
0.00503759,0.472024,0,-4.0792e-05
0.00520551,0.485823,0,-4.33679e-05
0.00537343,0.499497,0,-4.60073e-05
0.00554135,0.513044,0,-4.87083e-05
0.00570927,0.526466,0,-5.14693e-05
0.00587719,0.539761,0,-5.42884e-05
0.00604511,0.552931,0,-5.71639e-05
0.00621303,0.565974,0,-6.0094e-05
0.00638095,0.578891,0,-6.30767e-05
0.00654887,0.591682,0,-6.61102e-05
0.00671679,0.604346,0,-6.91925e-05
0.00688471,0.616884,0,-7.23216e-05
0.00705263,0.629295,0,-7.54956e-05
0.00722055,0.641579,0,-7.87125e-05
0.00738847,0.653738,0,-8.197e-05
0.00755639,0.665769,0,-8.52662e-05
0.00772431,0.677674,0,-8.8599e-05
0.00789223,0.689451,0,-9.19662e-05
0.00806015,0.701103,0,-9.53658e-05
0.00822807,0.712627,0,-9.87954e-05
0.00839599,0.724024,0,-0.000102253
0.00856391,0.735295,0,-0.000105736
0.00873183,0.746438,0,-0.000109243
0.00889975,0.757454,0,-0.00011277
0.00906767,0.768344,0,-0.000116317
0.00923559,0.779106,0,-0.000119881
0.00940351,0.789741,0,-0.000123458
0.00957143,0.800249,0,-0.000127048
0.00973935,0.81063,0,-0.000130648
0.00990727,0.820883,0,-0.000134255
0.0100752,0.83101,0,-0.000137867
0.0102431,0.841008,0,-0.000141482
0.010411,0.850881,0,-0.000145098
0.0105789,0.860625,0,-0.000148711
0.0107469,0.870243,0,-0.000152321
0.0109148,0.879733,0,-0.000155924
0.0110827,0.889096,0,-0.000159519
0.0112506,0.898331,0,-0.000163102
