z,p_rgh,alpha.concrete,nu1
0,-168.099,1,0.000815255
0.000676768,-168.099,1,0.00082175
0.00135354,-168.1,1,0.000828618
0.0020303,-168.101,1,0.000835965
0.00270707,-168.102,1,0.000843846
0.00338384,-168.103,1,0.000852316
0.00406061,-168.104,1,0.000861439
0.00473737,-168.105,1,0.000871289
0.00541414,-168.106,1,0.000881946
0.00609091,-168.107,1,0.000893505
0.00676768,-168.108,1,0.000906078
0.00744444,-168.109,1,0.00091979
0.00812121,-168.11,1,0.000934791
0.00879798,-168.111,1,0.000951259
0.00947475,-168.111,1,0.000969404
0.0101515,-168.112,1,0.000989476
0.0108283,-168.113,1,0.00101178
0.0115051,-168.114,1,0.0010367
0.0121818,-168.115,1,0.00106468
0.0128586,-168.115,1,0.00109632
0.0135354,-168.116,1,0.00113236
0.0142121,-168.117,1,0.00117374
0.0148889,-168.117,1,0.00122175
0.0155657,-168.118,1,0.00127808
0.0162424,-168.118,1,0.00134511
0.0169192,-168.118,1,0.00142626
0.017596,-168.119,1,0.00152663
0.0182727,-168.118,1,0.00165432
0.0189495,-168.118,1,0.00182294
0.0196263,-168.117,1,0.00205677
0.020303,-168.116,1,0.00240112
0.0209798,-168.114,1,0.00294054
0.0216566,-168.109,1,0.00382007
0.0223333,-168.102,1,0.00521873
0.0230101,-168.094,1,0.00709541
0.0236869,-168.087,1,0.00872869
0.0243636,-168.084,1,0.00933
0.0250404,-168.083,1,0.00933
0.0257172,-168.084,1,0.00933
0.0263939,-168.084,1,0.00933
0.0270707,-168.084,1,0.00933
0.0277475,-168.084,1,0.00933
0.0284242,-168.084,1,0.00933
0.029101,-168.084,1,0.00933
0.0297778,-168.084,1,0.00933
0.0304545,-168.084,1,0.00933
0.0311313,-168.083,1,0.00933
0.0318081,-168.082,1,0.00933
0.0324848,-168.09,1,0.00933
0.0331616,-126.5,0.752525,0.00719605
0.0338384,-41.6028,0.247475,0.00282599
0.0345152,3.33657e-05,0,0.000663769
0.0351919,3.398e-05,0,0.000656593
0.0358687,3.4574e-05,0,0.000671676
0.0365455,3.55131e-05,0,0.000697869
0.0372222,3.65932e-05,0,0.000742626
0.037899,3.78557e-05,0,0.000820397
0.0385758,3.9131e-05,0,0.000959951
0.0392525,4.03893e-05,0,0.00122061
0.0399293,4.15953e-05,0,0.0017295
0.0406061,4.27356e-05,0,0.00277001
0.0412828,4.38069e-05,0,0.00499994
0.0419596,4.48096e-05,0,0.00769075
0.0426364,4.57462e-05,0,0.00908542
0.0433131,4.66196e-05,0,0.00933
0.0439899,4.74329e-05,0,0.00933
0.0446667,4.81892e-05,0,0.00933
0.0453434,4.88916e-05,0,0.00933
0.0460202,4.95428e-05,0,0.00933
0.046697,5.01456e-05,0,0.00933
0.0473737,5.07023e-05,0,0.00933
0.0480505,5.12154e-05,0,0.00933
0.0487273,5.16873e-05,0,0.00933
0.049404,5.21203e-05,0,0.00933
0.0500808,5.25163e-05,0,0.00933
0.0507576,5.28775e-05,0,0.00933
0.0514343,5.32056e-05,0,0.00933
0.0521111,5.35025e-05,0,0.00933
0.0527879,5.377e-05,0,0.00933
0.0534646,5.40094e-05,0,0.00933
0.0541414,5.42223e-05,0,0.00933
0.0548182,5.44102e-05,0,0.00933
0.0554949,5.45744e-05,0,0.00933
0.0561717,5.47159e-05,0,0.00933
0.0568485,5.48362e-05,0,0.00933
0.0575253,5.49361e-05,0,0.00933
0.058202,5.50167e-05,0,0.00933
0.0588788,5.50788e-05,0,0.00933
0.0595556,5.51234e-05,0,0.00933
0.0602323,5.51511e-05,0,0.00933
0.0609091,5.51627e-05,0,0.00933
0.0615859,5.51587e-05,0,0.00933
0.0622626,5.51397e-05,0,0.00933
0.0629394,5.51061e-05,0,0.00933
0.0636162,5.50584e-05,0,0.00933
0.0642929,5.49969e-05,0,0.00933
0.0649697,5.49219e-05,0,0.00933
0.0656465,5.48335e-05,0,0.00933
0.0663232,5.47331e-05,0,0.00933
0.067,5.42395e-05,0,0.00933
