z,U_0,U_1,U_2
0,-5.14164e-18,0,-1.12132e-21
0.000676768,0.073444,0,-1.95226e-07
0.00135354,0.144871,0,-7.14562e-07
0.0020303,0.214262,0,-1.59479e-06
0.00270707,0.281597,0,-2.8162e-06
0.00338384,0.346856,0,-4.3622e-06
0.00406061,0.41002,0,-6.21552e-06
0.00473737,0.471072,0,-8.35574e-06
0.00541414,0.529993,0,-1.0759e-05
0.00609091,0.586768,0,-1.33982e-05
0.00676768,0.641383,0,-1.62438e-05
0.00744444,0.693826,0,-1.92638e-05
0.00812121,0.744085,0,-2.24242e-05
0.00879798,0.792151,0,-2.56894e-05
0.00947475,0.838018,0,-2.9023e-05
0.0101515,0.88168,0,-3.23874e-05
0.0108283,0.923132,0,-3.57454e-05
0.0115051,0.962373,0,-3.90598e-05
0.0121818,0.999404,0,-4.22943e-05
0.0128586,1.03422,0,-4.54139e-05
0.0135354,1.06684,0,-4.83852e-05
0.0142121,1.09725,0,-5.11771e-05
0.0148889,1.12546,0,-5.3761e-05
0.0155657,1.15149,0,-5.61112e-05
0.0162424,1.17533,0,-5.82053e-05
0.0169192,1.197,0,-6.00244e-05
0.017596,1.2165,0,-6.15532e-05
0.0182727,1.23384,0,-6.27806e-05
0.0189495,1.24901,0,-6.36991e-05
0.0196263,1.262,0,-6.43056e-05
0.020303,1.27282,0,-6.46e-05
0.0209798,1.28146,0,-6.45841e-05
0.0216566,1.28802,0,-6.42674e-05
0.0223333,1.29272,0,-6.36909e-05
0.0230101,1.29596,0,-6.29469e-05
0.0236869,1.29826,0,-6.21296e-05
0.0243636,1.3001,0,-6.12629e-05
0.0250404,1.30175,0,-6.03489e-05
0.0257172,1.30327,0,-5.94117e-05
0.0263939,1.30467,0,-5.84598e-05
0.0270707,1.30593,0,-5.7488e-05
0.0277475,1.30707,0,-5.64948e-05
0.0284242,1.30808,0,-5.54803e-05
0.029101,1.30897,0,-5.44456e-05
0.0297778,1.30972,0,-5.33916e-05
0.0304545,1.31035,0,-5.23151e-05
0.0311313,1.31086,0,-5.12008e-05
0.0318081,1.31124,0,-5.00407e-05
0.0324848,1.31149,0,-4.89821e-05
0.0331616,1.31161,0,-4.82999e-05
0.0338384,1.24189,0,-4.65065e-05
0.0345152,1.03621,0,-2.76557e-05
0.0351919,0.781133,0,1.9923e-05
0.0358687,0.559984,0,8.24025e-05
0.0365455,0.381217,0,0.000144225
0.0372222,0.246258,0,0.000193645
0.037899,0.150914,0,0.000226144
0.0385758,0.0877517,0,0.000244344
0.0392525,0.0484334,0,0.000252018
0.0399293,0.0253927,0,0.000253237
0.0406061,0.0126598,0,0.000250815
0.0412828,0.00601281,0,0.000246528
0.0419596,0.00272951,0,0.000241387
0.0426364,0.00119236,0,0.000235928
0.0433131,0.000509122,0,0.000230413
0.0439899,0.000220308,0,0.000224963
0.0446667,0.000103986,0,0.00021963
0.0453434,5.92386e-05,0,0.000214434
0.0460202,4.27221e-05,0,0.000209379
0.046697,3.68034e-05,0,0.000204463
0.0473737,3.4671e-05,0,0.000199683
0.0480505,3.38209e-05,0,0.000195034
0.0487273,3.33761e-05,0,0.000190513
0.049404,3.30438e-05,0,0.000186116
0.0500808,3.27314e-05,0,0.000181838
0.0507576,3.24113e-05,0,0.000177677
0.0514343,3.20766e-05,0,0.000173627
0.0521111,3.17264e-05,0,0.000169687
0.0527879,3.13615e-05,0,0.000165852
0.0534646,3.09831e-05,0,0.00016212
0.0541414,3.05924e-05,0,0.000158486
0.0548182,3.01907e-05,0,0.000154949
0.0554949,2.9779e-05,0,0.000151504
0.0561717,2.93585e-05,0,0.00014815
0.0568485,2.89301e-05,0,0.000144884
0.0575253,2.84947e-05,0,0.000141703
0.058202,2.8053e-05,0,0.000138603
0.0588788,2.76056e-05,0,0.000135584
0.0595556,2.71526e-05,0,0.000132642
0.0602323,2.66936e-05,0,0.000129776
0.0609091,2.62276e-05,0,0.000126982
0.0615859,2.57522e-05,0,0.000124259
0.0622626,2.5264e-05,0,0.000121605
0.0629394,2.47586e-05,0,0.000119017
0.0636162,2.42304e-05,0,0.000116494
0.0642929,2.36747e-05,0,0.000114035
0.0649697,2.30884e-05,0,0.000111636
0.0656465,2.24721e-05,0,0.000109287
0.0663232,2.18313e-05,0,0.000106989
0.067,1.89024e-05,0,9.79012e-05
