# Force coefficients
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir     : (-1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 2.797000e-01
# lRef        : 3.350000e-01
# Aref        : 1.120000e-02
# CofR        : (3.350000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
0             	-3.631416e+00	-6.317747e+00	-1.089421e+01	-9.078522e+00	-1.815691e+00
1             	-4.974436e+00	-6.214017e+00	-8.072791e+00	-9.010832e+00	9.380406e-01
2             	-8.355534e+00	-5.685166e+00	-7.970779e+00	-1.234092e+01	4.370144e+00
3             	-8.702402e+00	-4.982095e+00	-7.966827e+00	-1.268582e+01	4.718989e+00
4             	-6.530671e+00	-4.499921e+00	-8.038693e+00	-1.055002e+01	2.511324e+00
5             	-4.750266e+00	-4.150048e+00	-7.977336e+00	-8.738934e+00	7.615974e-01
6             	-3.349335e+00	-3.893424e+00	-8.008176e+00	-7.353423e+00	-6.547534e-01
7             	-2.440365e+00	-3.699905e+00	-8.032504e+00	-6.456617e+00	-1.575887e+00
8             	-2.276057e+00	-3.551101e+00	-8.057498e+00	-6.304806e+00	-1.752692e+00
9             	-3.044614e+00	-3.436353e+00	-8.082669e+00	-7.085948e+00	-9.967210e-01
10            	-4.519686e+00	-3.348353e+00	-8.093536e+00	-8.566454e+00	4.729181e-01
11            	-5.422512e+00	-3.276881e+00	-8.096915e+00	-9.470969e+00	1.374054e+00
12            	-5.431141e+00	-3.214834e+00	-8.100967e+00	-9.481624e+00	1.380657e+00
13            	-5.062896e+00	-3.159588e+00	-8.104008e+00	-9.114900e+00	1.010892e+00
14            	-4.684732e+00	-3.110093e+00	-8.112313e+00	-8.740889e+00	6.285757e-01
15            	-4.427823e+00	-3.065782e+00	-8.121250e+00	-8.488448e+00	3.671979e-01
16            	-4.295453e+00	-3.026157e+00	-8.126941e+00	-8.358923e+00	2.319826e-01
17            	-4.268619e+00	-2.990764e+00	-8.127420e+00	-8.332329e+00	2.049088e-01
18            	-4.310888e+00	-2.959093e+00	-8.125616e+00	-8.373696e+00	2.480801e-01
19            	-4.367953e+00	-2.930553e+00	-8.123398e+00	-8.429652e+00	3.062541e-01
20            	-4.399016e+00	-2.904563e+00	-8.122260e+00	-8.460146e+00	3.378862e-01
21            	-4.394819e+00	-2.880654e+00	-8.122221e+00	-8.455930e+00	3.337090e-01
22            	-4.359174e+00	-2.858474e+00	-8.122568e+00	-8.420458e+00	2.978903e-01
23            	-4.303443e+00	-2.837776e+00	-8.123088e+00	-8.364987e+00	2.418991e-01
24            	-4.244106e+00	-2.818425e+00	-8.125382e+00	-8.306797e+00	1.814157e-01
25            	-4.151317e+00	-2.800234e+00	-8.149671e+00	-8.226153e+00	7.648200e-02
26            	-4.119570e+00	-2.783298e+00	-8.149343e+00	-8.194241e+00	4.489864e-02
