z,U_0,U_1,U_2
0,-2.28017e-17,0,1.1344e-22
0.000676768,0.0113613,0,1.4873e-08
0.00135354,0.0178661,0,2.84588e-08
0.0020303,0.0211482,0,3.80704e-08
0.00270707,0.022608,0,4.25457e-08
0.00338384,0.0232124,0,4.39878e-08
0.00406061,0.0234703,0,4.42026e-08
0.00473737,0.0235997,0,4.40397e-08
0.00541414,0.0236866,0,4.3765e-08
0.00609091,0.0237629,0,4.34376e-08
0.00676768,0.0238359,0,4.30936e-08
0.00744444,0.0239056,0,4.27439e-08
0.00812121,0.0239722,0,4.23891e-08
0.00879798,0.0240357,0,4.20317e-08
0.00947475,0.024096,0,4.16741e-08
0.0101515,0.0241534,0,4.13188e-08
0.0108283,0.0242079,0,4.09675e-08
0.0115051,0.0242596,0,4.06219e-08
0.0121818,0.0243085,0,4.02832e-08
0.0128586,0.0243546,0,3.99525e-08
0.0135354,0.0243982,0,3.96305e-08
0.0142121,0.0244392,0,3.9318e-08
0.0148889,0.0244777,0,3.90153e-08
0.0155657,0.0245139,0,3.87229e-08
0.0162424,0.0245478,0,3.84415e-08
0.0169192,0.0245796,0,3.81708e-08
0.017596,0.0246093,0,3.79111e-08
0.0182727,0.024637,0,3.76626e-08
0.0189495,0.0246627,0,3.7425e-08
0.0196263,0.0246866,0,3.71983e-08
0.020303,0.0247088,0,3.69825e-08
0.0209798,0.0247293,0,3.67775e-08
0.0216566,0.0247482,0,3.65828e-08
0.0223333,0.0247656,0,3.6398e-08
0.0230101,0.0247816,0,3.62228e-08
0.0236869,0.0247962,0,3.60568e-08
0.0243636,0.0248095,0,3.58995e-08
0.0250404,0.0248216,0,3.57503e-08
0.0257172,0.0248325,0,3.56087e-08
0.0263939,0.0248423,0,3.54735e-08
0.0270707,0.024851,0,3.53439e-08
0.0277475,0.0248587,0,3.52188e-08
0.0284242,0.0248654,0,3.5097e-08
0.029101,0.0248712,0,3.49773e-08
0.0297778,0.0248762,0,3.48591e-08
0.0304545,0.0248802,0,3.47421e-08
0.0311313,0.0248834,0,3.46223e-08
0.0318081,0.0248858,0,3.44849e-08
0.0324848,0.0248873,0,3.43213e-08
0.0331616,0.024888,0,3.41846e-08
0.0338384,0.0189089,0,3.41767e-08
0.0345152,0.00664816,0,3.36055e-08
0.0351919,0.000307148,0,3.2508e-08
0.0358687,1.30313e-05,0,3.19913e-08
0.0365455,5.82103e-06,0,3.16766e-08
0.0372222,5.72555e-06,0,3.12427e-08
0.037899,5.74901e-06,0,3.08536e-08
0.0385758,5.77332e-06,0,3.04601e-08
0.0392525,5.79699e-06,0,3.00796e-08
0.0399293,5.81999e-06,0,2.9708e-08
0.0406061,5.84231e-06,0,2.93455e-08
0.0412828,5.86396e-06,0,2.8992e-08
0.0419596,5.88492e-06,0,2.86475e-08
0.0426364,5.90519e-06,0,2.83117e-08
0.0433131,5.92477e-06,0,2.79846e-08
0.0439899,5.94366e-06,0,2.7666e-08
0.0446667,5.96184e-06,0,2.73557e-08
0.0453434,5.97931e-06,0,2.70535e-08
0.0460202,5.99608e-06,0,2.67593e-08
0.046697,6.01213e-06,0,2.64728e-08
0.0473737,6.02747e-06,0,2.61939e-08
0.0480505,6.0421e-06,0,2.59224e-08
0.0487273,6.056e-06,0,2.5658e-08
0.049404,6.06918e-06,0,2.54005e-08
0.0500808,6.08164e-06,0,2.51496e-08
0.0507576,6.09337e-06,0,2.49052e-08
0.0514343,6.10438e-06,0,2.46669e-08
0.0521111,6.11466e-06,0,2.44345e-08
0.0527879,6.12421e-06,0,2.42078e-08
0.0534646,6.13303e-06,0,2.39863e-08
0.0541414,6.14112e-06,0,2.37697e-08
0.0548182,6.14848e-06,0,2.35577e-08
0.0554949,6.15511e-06,0,2.335e-08
0.0561717,6.16101e-06,0,2.3146e-08
0.0568485,6.16618e-06,0,2.29454e-08
0.0575253,6.17063e-06,0,2.27476e-08
0.058202,6.17434e-06,0,2.25521e-08
0.0588788,6.17732e-06,0,2.23584e-08
0.0595556,6.17958e-06,0,2.21658e-08
0.0602323,6.18112e-06,0,2.19738e-08
0.0609091,6.18194e-06,0,2.17816e-08
0.0615859,6.18203e-06,0,2.15889e-08
0.0622626,6.1814e-06,0,2.13951e-08
0.0629394,6.18006e-06,0,2.11996e-08
0.0636162,6.178e-06,0,2.10026e-08
0.0642929,6.17524e-06,0,2.08042e-08
0.0649697,6.17177e-06,0,2.06109e-08
0.0656465,6.16765e-06,0,2.04113e-08
0.0663232,6.16315e-06,0,2.02388e-08
0.067,6.13836e-06,0,1.92526e-08
