z,U_0,U_1,U_2
0,0,0,0
0.00016792,0.00472034,0,-6.06144e-10
0.00033584,0.00909746,0,-1.58491e-09
0.000503759,0.0130416,0,-2.82994e-09
0.000671679,0.0164447,0,-4.08172e-09
0.000839599,0.0192079,0,-5.14353e-09
0.00100752,0.021272,0,-5.92778e-09
0.00117544,0.0226538,0,-6.42416e-09
0.00134336,0.0234645,0,-6.68279e-09
0.00151128,0.0238787,0,-6.78362e-09
0.0016792,0.0240675,0,-6.80201e-09
0.00184712,0.02415,0,-6.78841e-09
0.00201504,0.0241889,0,-6.77606e-09
0.00218296,0.0242122,0,-6.78078e-09
0.00235088,0.0242312,0,-6.79109e-09
0.0025188,0.0242488,0,-6.79228e-09
0.00268672,0.0242652,0,-6.78588e-09
0.00285464,0.0242806,0,-6.77786e-09
0.00302256,0.024295,0,-6.76984e-09
0.00319048,0.0243083,0,-6.76251e-09
0.0033584,0.0243207,0,-6.7555e-09
0.00352632,0.0243322,0,-6.7487e-09
0.00369424,0.0243427,0,-6.74198e-09
0.00386216,0.0243525,0,-6.73521e-09
0.00403008,0.0243615,0,-6.72835e-09
0.00419799,0.0243697,0,-6.72143e-09
0.00436591,0.0243772,0,-6.71443e-09
0.00453383,0.0243841,0,-6.70735e-09
0.00470175,0.0243904,0,-6.70018e-09
0.00486967,0.0243961,0,-6.69295e-09
0.00503759,0.0244012,0,-6.68569e-09
0.00520551,0.0244059,0,-6.67837e-09
0.00537343,0.0244101,0,-6.67102e-09
0.00554135,0.0244139,0,-6.66363e-09
0.00570927,0.0244173,0,-6.6562e-09
0.00587719,0.0244204,0,-6.64875e-09
0.00604511,0.0244231,0,-6.64129e-09
0.00621303,0.0244255,0,-6.63382e-09
0.00638095,0.0244277,0,-6.62634e-09
0.00654887,0.0244296,0,-6.61885e-09
0.00671679,0.0244313,0,-6.61138e-09
0.00688471,0.0244327,0,-6.60391e-09
0.00705263,0.0244341,0,-6.59645e-09
0.00722055,0.0244353,0,-6.589e-09
0.00738847,0.0244362,0,-6.58157e-09
0.00755639,0.0244371,0,-6.57416e-09
0.00772431,0.0244379,0,-6.56677e-09
0.00789223,0.0244386,0,-6.55941e-09
0.00806015,0.0244392,0,-6.55208e-09
0.00822807,0.0244396,0,-6.54477e-09
