# Force coefficients
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir     : (-1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf     : 2.797000e-01
# lRef        : 3.350000e-01
# Aref        : 1.120000e-02
# CofR        : (3.350000e-01 0.000000e+00 0.000000e+00)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
28            	-3.846509e+00	-2.600359e+00	-8.134464e+00	-7.913741e+00	-2.207234e-01
29            	-3.845778e+00	-2.591307e+00	-8.134441e+00	-7.912998e+00	-2.214428e-01
30            	-3.845069e+00	-2.582578e+00	-8.134417e+00	-7.912278e+00	-2.221395e-01
31            	-3.844379e+00	-2.574157e+00	-8.134397e+00	-7.911577e+00	-2.228194e-01
32            	-3.844321e+00	-2.566031e+00	-8.134374e+00	-7.911508e+00	-2.228654e-01
33            	-3.845293e+00	-2.558188e+00	-8.134341e+00	-7.912464e+00	-2.218770e-01
34            	-3.847581e+00	-2.550615e+00	-8.134305e+00	-7.914733e+00	-2.195721e-01
35            	-3.850603e+00	-2.543298e+00	-8.134270e+00	-7.917738e+00	-2.165321e-01
36            	-3.853344e+00	-2.536223e+00	-8.134240e+00	-7.920464e+00	-2.137759e-01
37            	-3.855404e+00	-2.529377e+00	-8.134217e+00	-7.922513e+00	-2.117039e-01
38            	-3.856887e+00	-2.522750e+00	-8.134196e+00	-7.923985e+00	-2.102112e-01
39            	-3.857955e+00	-2.516329e+00	-8.134177e+00	-7.925044e+00	-2.091332e-01
40            	-3.858735e+00	-2.510107e+00	-8.134160e+00	-7.925815e+00	-2.083449e-01
41            	-3.859319e+00	-2.504073e+00	-8.134144e+00	-7.926390e+00	-2.077532e-01
42            	-3.859777e+00	-2.498219e+00	-8.134128e+00	-7.926841e+00	-2.072873e-01
43            	-3.860162e+00	-2.492538e+00	-8.134113e+00	-7.927219e+00	-2.068946e-01
44            	-3.860515e+00	-2.487023e+00	-8.134099e+00	-7.927565e+00	-2.065342e-01
45            	-3.860869e+00	-2.481666e+00	-8.134085e+00	-7.927912e+00	-2.061733e-01
46            	-3.861248e+00	-2.476462e+00	-8.134072e+00	-7.928284e+00	-2.057878e-01
47            	-3.861671e+00	-2.471404e+00	-8.134059e+00	-7.928700e+00	-2.053586e-01
48            	-3.862152e+00	-2.466488e+00	-8.134046e+00	-7.929175e+00	-2.048713e-01
49            	-3.862880e+00	-2.461709e+00	-8.134033e+00	-7.929896e+00	-2.041369e-01
50            	-3.864094e+00	-2.457062e+00	-8.134022e+00	-7.931105e+00	-2.029168e-01
51            	-3.865441e+00	-2.452544e+00	-8.134012e+00	-7.932447e+00	-2.015648e-01
52            	-3.866824e+00	-2.448150e+00	-8.134003e+00	-7.933825e+00	-2.001775e-01
53            	-3.868210e+00	-2.443877e+00	-8.133993e+00	-7.935206e+00	-1.987869e-01
54            	-3.869596e+00	-2.439721e+00	-8.133984e+00	-7.936588e+00	-1.973962e-01
55            	-3.870963e+00	-2.435678e+00	-8.133976e+00	-7.937951e+00	-1.960247e-01
56            	-3.872731e+00	-2.431747e+00	-8.133964e+00	-7.939713e+00	-1.942514e-01
57            	-3.871132e+00	-2.427891e+00	-8.134051e+00	-7.938157e+00	-1.958933e-01
58            	-3.861419e+00	-2.424167e+00	-8.132632e+00	-7.927734e+00	-2.048972e-01
59            	-3.882638e+00	-2.420580e+00	-8.133857e+00	-7.949567e+00	-1.842902e-01
60            	-3.869062e+00	-2.417024e+00	-8.132599e+00	-7.935361e+00	-1.972381e-01
61            	-3.874006e+00	-2.413595e+00	-8.132455e+00	-7.940233e+00	-1.922222e-01
62            	-3.877368e+00	-2.410249e+00	-8.132430e+00	-7.943583e+00	-1.888465e-01
63            	-3.880046e+00	-2.406986e+00	-8.132418e+00	-7.946255e+00	-1.861635e-01
64            	-3.882325e+00	-2.403802e+00	-8.132412e+00	-7.948531e+00	-1.838809e-01
65            	-3.884352e+00	-2.400695e+00	-8.132408e+00	-7.950556e+00	-1.818519e-01
66            	-3.886208e+00	-2.397662e+00	-8.132405e+00	-7.952410e+00	-1.799947e-01
67            	-3.887941e+00	-2.394699e+00	-8.132403e+00	-7.954143e+00	-1.782600e-01
68            	-3.889585e+00	-2.391804e+00	-8.132401e+00	-7.955786e+00	-1.766158e-01
69            	-3.891159e+00	-2.388975e+00	-8.132400e+00	-7.957359e+00	-1.750408e-01
70            	-3.892681e+00	-2.386209e+00	-8.132400e+00	-7.958880e+00	-1.735193e-01
71            	-3.894161e+00	-2.383504e+00	-8.132399e+00	-7.960360e+00	-1.720391e-01
72            	-3.895609e+00	-2.380858e+00	-8.132399e+00	-7.961808e+00	-1.705910e-01
73            	-3.897032e+00	-2.378269e+00	-8.132400e+00	-7.963232e+00	-1.691679e-01
74            	-3.898437e+00	-2.375735e+00	-8.132400e+00	-7.964637e+00	-1.677635e-01
75            	-3.899828e+00	-2.373254e+00	-8.132401e+00	-7.966028e+00	-1.663729e-01
76            	-3.901209e+00	-2.370825e+00	-8.132402e+00	-7.967410e+00	-1.649919e-01
77            	-3.902584e+00	-2.368446e+00	-8.132403e+00	-7.968786e+00	-1.636174e-01
78            	-3.903956e+00	-2.366116e+00	-8.132405e+00	-7.970158e+00	-1.622467e-01
79            	-3.905326e+00	-2.363833e+00	-8.132407e+00	-7.971529e+00	-1.608771e-01
80            	-3.906697e+00	-2.361595e+00	-8.132409e+00	-7.972901e+00	-1.595073e-01
81            	-3.908070e+00	-2.359403e+00	-8.132411e+00	-7.974275e+00	-1.581357e-01
82            	-3.909446e+00	-2.357253e+00	-8.132413e+00	-7.975652e+00	-1.567611e-01
83            	-3.910825e+00	-2.355146e+00	-8.132416e+00	-7.977033e+00	-1.553828e-01
84            	-3.912211e+00	-2.353080e+00	-8.132419e+00	-7.978421e+00	-1.539982e-01
85            	-3.913624e+00	-2.351055e+00	-8.132421e+00	-7.979834e+00	-1.525872e-01
86            	-3.915054e+00	-2.349068e+00	-8.132425e+00	-7.981267e+00	-1.511584e-01
87            	-3.916498e+00	-2.347120e+00	-8.132429e+00	-7.982712e+00	-1.497167e-01
88            	-3.917954e+00	-2.345209e+00	-8.132433e+00	-7.984170e+00	-1.482628e-01
89            	-3.919425e+00	-2.343334e+00	-8.132438e+00	-7.985644e+00	-1.467941e-01
90            	-3.920948e+00	-2.341495e+00	-8.132443e+00	-7.987169e+00	-1.452737e-01
91            	-3.922522e+00	-2.339691e+00	-8.132447e+00	-7.988745e+00	-1.437016e-01
92            	-3.924219e+00	-2.337923e+00	-8.132449e+00	-7.990443e+00	-1.420057e-01
93            	-3.926083e+00	-2.336189e+00	-8.132449e+00	-7.992308e+00	-1.401412e-01
94            	-3.928078e+00	-2.334489e+00	-8.132450e+00	-7.994303e+00	-1.381466e-01
95            	-3.930100e+00	-2.332822e+00	-8.132451e+00	-7.996325e+00	-1.361261e-01
96            	-3.932122e+00	-2.331187e+00	-8.132453e+00	-7.998349e+00	-1.341046e-01
97            	-3.934010e+00	-2.329584e+00	-8.132457e+00	-8.000239e+00	-1.322187e-01
98            	-3.935763e+00	-2.328011e+00	-8.132461e+00	-8.001993e+00	-1.304675e-01
99            	-3.937416e+00	-2.326468e+00	-8.132464e+00	-8.003648e+00	-1.288161e-01
100           	-3.938989e+00	-2.324954e+00	-8.132468e+00	-8.005223e+00	-1.272447e-01
101           	-3.940496e+00	-2.323467e+00	-8.132472e+00	-8.006732e+00	-1.257398e-01
102           	-3.941947e+00	-2.322009e+00	-8.132475e+00	-8.008185e+00	-1.242903e-01
103           	-3.943351e+00	-2.320576e+00	-8.132479e+00	-8.009590e+00	-1.228887e-01
104           	-3.921220e+00	-2.319120e+00	-8.132284e+00	-7.987362e+00	-1.449223e-01
105           	-3.921533e+00	-2.317718e+00	-8.134169e+00	-7.988617e+00	-1.455520e-01
106           	-3.913826e+00	-2.316184e+00	-8.142157e+00	-7.984905e+00	-1.572526e-01
107           	-3.914809e+00	-2.314838e+00	-8.140577e+00	-7.985098e+00	-1.554791e-01
108           	-3.915813e+00	-2.313508e+00	-8.140906e+00	-7.986266e+00	-1.546407e-01
109           	-3.916888e+00	-2.312200e+00	-8.140797e+00	-7.987286e+00	-1.535108e-01
110           	-3.918139e+00	-2.310915e+00	-8.140796e+00	-7.988537e+00	-1.522593e-01
111           	-3.919437e+00	-2.309651e+00	-8.140765e+00	-7.989819e+00	-1.509455e-01
112           	-3.920773e+00	-2.308409e+00	-8.140740e+00	-7.991143e+00	-1.495966e-01
113           	-3.922123e+00	-2.307187e+00	-8.140712e+00	-7.992480e+00	-1.482328e-01
114           	-3.923478e+00	-2.305986e+00	-8.140685e+00	-7.993820e+00	-1.468643e-01
115           	-3.924829e+00	-2.304803e+00	-8.140656e+00	-7.995158e+00	-1.454987e-01
116           	-3.926175e+00	-2.303640e+00	-8.140627e+00	-7.996489e+00	-1.441388e-01
117           	-3.927510e+00	-2.302496e+00	-8.140598e+00	-7.997809e+00	-1.427889e-01
118           	-3.928836e+00	-2.301370e+00	-8.140568e+00	-7.999120e+00	-1.414483e-01
119           	-3.930150e+00	-2.300261e+00	-8.140538e+00	-8.000419e+00	-1.401191e-01
120           	-3.931453e+00	-2.299169e+00	-8.140508e+00	-8.001707e+00	-1.388013e-01
121           	-3.932744e+00	-2.298094e+00	-8.140477e+00	-8.002982e+00	-1.374946e-01
122           	-3.934023e+00	-2.297036e+00	-8.140446e+00	-8.004246e+00	-1.361995e-01
123           	-3.935291e+00	-2.295993e+00	-8.140414e+00	-8.005498e+00	-1.349159e-01
124           	-3.936546e+00	-2.294966e+00	-8.140382e+00	-8.006737e+00	-1.336447e-01
125           	-3.937791e+00	-2.293955e+00	-8.140350e+00	-8.007966e+00	-1.323837e-01
126           	-3.939025e+00	-2.292958e+00	-8.140317e+00	-8.009183e+00	-1.311341e-01
127           	-3.940247e+00	-2.291975e+00	-8.140284e+00	-8.010389e+00	-1.298953e-01
128           	-3.941458e+00	-2.291007e+00	-8.140251e+00	-8.011584e+00	-1.286671e-01
129           	-3.942659e+00	-2.290053e+00	-8.140217e+00	-8.012768e+00	-1.274496e-01
130           	-3.943850e+00	-2.289113e+00	-8.140183e+00	-8.013941e+00	-1.262421e-01
131           	-3.945029e+00	-2.288185e+00	-8.140149e+00	-8.015104e+00	-1.250456e-01
132           	-3.946198e+00	-2.287271e+00	-8.140115e+00	-8.016256e+00	-1.238592e-01
133           	-3.947358e+00	-2.286370e+00	-8.140080e+00	-8.017398e+00	-1.226825e-01
134           	-3.948507e+00	-2.285481e+00	-8.140045e+00	-8.018529e+00	-1.215158e-01
135           	-3.949646e+00	-2.284605e+00	-8.140010e+00	-8.019651e+00	-1.203587e-01
136           	-3.950776e+00	-2.283741e+00	-8.139974e+00	-8.020763e+00	-1.192113e-01
137           	-3.951896e+00	-2.282888e+00	-8.139939e+00	-8.021865e+00	-1.180733e-01
138           	-3.953006e+00	-2.282048e+00	-8.139903e+00	-8.022958e+00	-1.169453e-01
139           	-3.954107e+00	-2.281218e+00	-8.139867e+00	-8.024040e+00	-1.158263e-01
140           	-3.955198e+00	-2.280400e+00	-8.139831e+00	-8.025113e+00	-1.147172e-01
141           	-3.956280e+00	-2.279593e+00	-8.139794e+00	-8.026177e+00	-1.136170e-01
142           	-3.957353e+00	-2.278797e+00	-8.139757e+00	-8.027231e+00	-1.125260e-01
143           	-3.958416e+00	-2.278011e+00	-8.139721e+00	-8.028276e+00	-1.114443e-01
144           	-3.959471e+00	-2.277236e+00	-8.139684e+00	-8.029312e+00	-1.103713e-01
145           	-3.960516e+00	-2.276471e+00	-8.139647e+00	-8.030339e+00	-1.093076e-01
146           	-3.961552e+00	-2.275716e+00	-8.139610e+00	-8.031357e+00	-1.082527e-01
147           	-3.962579e+00	-2.274971e+00	-8.139572e+00	-8.032365e+00	-1.072070e-01
148           	-3.963598e+00	-2.274236e+00	-8.139535e+00	-8.033365e+00	-1.061700e-01
149           	-3.964611e+00	-2.273511e+00	-8.139498e+00	-8.034360e+00	-1.051380e-01
150           	-3.965617e+00	-2.272795e+00	-8.139462e+00	-8.035348e+00	-1.041141e-01
151           	-3.966612e+00	-2.272088e+00	-8.139425e+00	-8.036325e+00	-1.031003e-01
152           	-3.967597e+00	-2.271391e+00	-8.139388e+00	-8.037291e+00	-1.020976e-01
153           	-3.968569e+00	-2.270702e+00	-8.139352e+00	-8.038245e+00	-1.011069e-01
154           	-3.969533e+00	-2.270023e+00	-8.139316e+00	-8.039191e+00	-1.001250e-01
155           	-4.060628e+00	-2.269882e+00	-8.133115e+00	-8.127186e+00	-5.929360e-03
156           	-3.994651e+00	-2.269107e+00	-8.134919e+00	-8.062111e+00	-7.280811e-02
